1644516033203	PolyGesture	ExperimentStarted	Raffaele

1644516074776	PolyGesture	InputEvent	BeginBatchEdit

1644516074963	PolyGesture	InputEvent	BeginBatchEdit

1644516074965	PolyGesture	InputEvent	BeginBatchEdit

1644516075502	PolyGesture	InputEvent	TouchEvent (cursorPosition=81): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=730.0, y[0]=226.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90269624, downTime=90269624, deviceId=6, source=0x1002, displayId=0 }
1644516075583	PolyGesture	InputEvent	TouchEvent (cursorPosition=81): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=730.0, y[0]=226.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90269715, downTime=90269624, deviceId=6, source=0x1002, displayId=0 }
1644516075595	PolyGesture	InputEvent	SelectionChanged 176 176

1644516075623	PolyGesture	InputEvent	BeginBatchEdit

1644516075654	PolyGesture	InputEvent	BeginBatchEdit

1644516075849	PolyGesture	InputEvent	BeginBatchEdit

1644516075851	PolyGesture	InputEvent	BeginBatchEdit

1644516075871	PolyGesture	InputEvent	BeginBatchEdit

1644516076451	PolyGesture	InputEvent	SelectionChanged 177 177

1644516076463	PolyGesture	InputEvent	BeginBatchEdit

1644516076474	PolyGesture	InputEvent	BeginBatchEdit

1644516076675	PolyGesture	InputEvent	BeginBatchEdit

1644516076677	PolyGesture	InputEvent	BeginBatchEdit

1644516077042	PolyGesture	InputEvent	SelectionChanged 134 134

1644516077060	PolyGesture	InputEvent	BeginBatchEdit

1644516077071	PolyGesture	InputEvent	BeginBatchEdit

1644516077272	PolyGesture	InputEvent	BeginBatchEdit

1644516077274	PolyGesture	InputEvent	BeginBatchEdit

1644516077298	PolyGesture	InputEvent	BeginBatchEdit

1644516078691	PolyGesture	InputEvent	SelectionChanged 133 133

1644516078713	PolyGesture	InputEvent	BeginBatchEdit

1644516078725	PolyGesture	InputEvent	BeginBatchEdit

1644516078746	PolyGesture	InputEvent	SelectionChanged 132 132

1644516078760	PolyGesture	InputEvent	BeginBatchEdit

1644516078769	PolyGesture	InputEvent	BeginBatchEdit

1644516078970	PolyGesture	InputEvent	BeginBatchEdit

1644516078971	PolyGesture	InputEvent	BeginBatchEdit

1644516079852	PolyGesture	InputEvent	BeginBatchEdit

1644516079871	PolyGesture	InputEvent	SelectionChanged 0 0

1644516079873	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to beX when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the litXtle village where he had been so often lately was that no one knew who he was.' 0 515 515

1644516079878	PolyGesture	InputEvent	SelectionChanged 131 131

1644516079880	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to beX when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the litXtle village where he had been so often lately was that no one knew who he was.' 131 1 0

1644516079884	PolyGesture	InputEvent	SelectionChanged 131 131

1644516079893	PolyGesture	InputEvent	BeginBatchEdit

1644516079897	PolyGesture	InputEvent	BeginBatchEdit

1644516079897	PolyGesture	InputEvent	BeginBatchEdit

1644516079912	PolyGesture	InputEvent	BeginBatchEdit

1644516079913	PolyGesture	InputEvent	BeginBatchEdit

1644516079916	PolyGesture	InputEvent	BeginBatchEdit

1644516079917	PolyGesture	InputEvent	BeginBatchEdit

1644516079918	PolyGesture	InputEvent	BeginBatchEdit

1644516079921	PolyGesture	InputEvent	BeginBatchEdit

1644516079924	PolyGesture	InputEvent	BeginBatchEdit

1644516079925	PolyGesture	InputEvent	BeginBatchEdit

1644516079926	PolyGesture	InputEvent	BeginBatchEdit

1644516080125	PolyGesture	InputEvent	BeginBatchEdit

1644516080128	PolyGesture	InputEvent	BeginBatchEdit

1644516080503	PolyGesture	InputEvent	TouchEvent (cursorPosition=131): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=959.0, y[0]=437.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90274633, downTime=90274633, deviceId=6, source=0x1002, displayId=0 }
1644516080591	PolyGesture	InputEvent	TouchEvent (cursorPosition=131): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=959.0, y[0]=437.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90274722, downTime=90274633, deviceId=6, source=0x1002, displayId=0 }
1644516080601	PolyGesture	InputEvent	SelectionChanged 312 312

1644516080619	PolyGesture	InputEvent	BeginBatchEdit

1644516080640	PolyGesture	InputEvent	BeginBatchEdit

1644516080850	PolyGesture	InputEvent	BeginBatchEdit

1644516080852	PolyGesture	InputEvent	BeginBatchEdit

1644516080875	PolyGesture	InputEvent	BeginBatchEdit

1644516081459	PolyGesture	InputEvent	BeginBatchEdit

1644516081478	PolyGesture	InputEvent	SelectionChanged 0 0

1644516081480	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the litXtle village where he had been so often lately was that no one knew who he was.' 0 514 514

1644516081485	PolyGesture	InputEvent	SelectionChanged 311 311

1644516081486	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the litXtle village where he had been so often lately was that no one knew who he was.' 309 3 2

1644516081491	PolyGesture	InputEvent	SelectionChanged 311 311

1644516081502	PolyGesture	InputEvent	BeginBatchEdit

1644516081504	PolyGesture	InputEvent	BeginBatchEdit

1644516081505	PolyGesture	InputEvent	BeginBatchEdit

1644516081515	PolyGesture	InputEvent	BeginBatchEdit

1644516081515	PolyGesture	InputEvent	BeginBatchEdit

1644516081516	PolyGesture	InputEvent	BeginBatchEdit

1644516081525	PolyGesture	InputEvent	BeginBatchEdit

1644516081526	PolyGesture	InputEvent	BeginBatchEdit

1644516081528	PolyGesture	InputEvent	BeginBatchEdit

1644516081529	PolyGesture	InputEvent	BeginBatchEdit

1644516081530	PolyGesture	InputEvent	BeginBatchEdit

1644516081530	PolyGesture	InputEvent	BeginBatchEdit

1644516081532	PolyGesture	InputEvent	BeginBatchEdit

1644516081533	PolyGesture	InputEvent	BeginBatchEdit

1644516081533	PolyGesture	InputEvent	BeginBatchEdit

1644516081548	PolyGesture	InputEvent	BeginBatchEdit

1644516081550	PolyGesture	InputEvent	BeginBatchEdit

1644516081550	PolyGesture	InputEvent	BeginBatchEdit

1644516081558	PolyGesture	InputEvent	BeginBatchEdit

1644516081559	PolyGesture	InputEvent	BeginBatchEdit

1644516081753	PolyGesture	InputEvent	BeginBatchEdit

1644516081755	PolyGesture	InputEvent	BeginBatchEdit

1644516082226	PolyGesture	InputEvent	TouchEvent (cursorPosition=311): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=661.0, y[0]=598.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90276349, downTime=90276349, deviceId=6, source=0x1002, displayId=0 }
1644516082314	PolyGesture	InputEvent	TouchEvent (cursorPosition=311): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=661.0, y[0]=598.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90276445, downTime=90276349, deviceId=6, source=0x1002, displayId=0 }
1644516082325	PolyGesture	InputEvent	SelectionChanged 436 436

1644516082349	PolyGesture	InputEvent	BeginBatchEdit

1644516082375	PolyGesture	InputEvent	BeginBatchEdit

1644516082577	PolyGesture	InputEvent	BeginBatchEdit

1644516082578	PolyGesture	InputEvent	BeginBatchEdit

1644516082601	PolyGesture	InputEvent	BeginBatchEdit

1644516083290	PolyGesture	InputEvent	BeginBatchEdit

1644516083310	PolyGesture	InputEvent	SelectionChanged 0 0

1644516083312	PolyGesture	TaskCompleted	Cancella carattere in 12"742 seconds (at 90277444, effective time: 11"470)

***************************************


1644516083322	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1644516083326	PolyGesture	InputEvent	SelectionChanged 435 435

1644516083327	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 435 1 0

1644516083331	PolyGesture	InputEvent	SelectionChanged 435 435

1644516083339	PolyGesture	InputEvent	BeginBatchEdit

1644516083367	PolyGesture	InputEvent	BeginBatchEdit

1644516083368	PolyGesture	InputEvent	BeginBatchEdit

1644516083368	PolyGesture	InputEvent	BeginBatchEdit

1644516083369	PolyGesture	InputEvent	BeginBatchEdit

1644516083386	PolyGesture	InputEvent	BeginBatchEdit

1644516083391	PolyGesture	InputEvent	BeginBatchEdit

1644516083392	PolyGesture	InputEvent	BeginBatchEdit

1644516083393	PolyGesture	InputEvent	BeginBatchEdit

1644516083395	PolyGesture	InputEvent	BeginBatchEdit

1644516083396	PolyGesture	InputEvent	BeginBatchEdit

1644516083407	PolyGesture	InputEvent	BeginBatchEdit

1644516083596	PolyGesture	InputEvent	BeginBatchEdit

1644516083598	PolyGesture	InputEvent	BeginBatchEdit

1644516083851	PolyGesture	InputEvent	BeginBatchEdit

1644516083861	PolyGesture	InputEvent	BeginBatchEdit

1644516084198	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=90278326, downTime=90278326, deviceId=-1, source=0x101, displayId=0 }

1644516084201	PolyGesture	InputEvent	BeginBatchEdit

1644516084247	PolyGesture	InputEvent	WindowFocusChanged false

1644516084277	PolyGesture	InputEvent	BeginBatchEdit

1644516084278	PolyGesture	InputEvent	BeginBatchEdit

1644516085920	PolyGesture	InputEvent	SelectionChanged 0 0

1644516085920	PolyGesture	InputEvent	TextChanged '' 0 0 0

1644516085924	PolyGesture	InputEvent	SelectionChanged 0 0

1644516085924	PolyGesture	InputEvent	SelectionChanged 0 0

1644516085925	PolyGesture	TaskStarted	Cancella parola

1644516085925	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf XXXXXX round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 0 534 534

1644516085928	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf XXXXXX round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 0 0 534

1644516085932	PolyGesture	InputEvent	SelectionChanged 534 534

1644516085946	PolyGesture	InputEvent	FocusChanged true 130 null

1644516085965	PolyGesture	InputEvent	WindowFocusChanged true

1644516085975	PolyGesture	InputEvent	BeginBatchEdit

1644516085975	PolyGesture	InputEvent	BeginBatchEdit

1644516086966	PolyGesture	InputEvent	TouchEvent (cursorPosition=534): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=217.0, y[0]=220.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90281088, downTime=90281088, deviceId=6, source=0x1002, displayId=0 }
1644516087019	PolyGesture	InputEvent	TouchEvent (cursorPosition=534): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=217.0, y[0]=220.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90281151, downTime=90281088, deviceId=6, source=0x1002, displayId=0 }
1644516087024	PolyGesture	InputEvent	SelectionChanged 105 105

1644516087044	PolyGesture	InputEvent	BeginBatchEdit

1644516087077	PolyGesture	InputEvent	BeginBatchEdit

1644516087078	PolyGesture	InputEvent	BeginBatchEdit

1644516087105	PolyGesture	InputEvent	BeginBatchEdit

1644516087106	PolyGesture	InputEvent	BeginBatchEdit

1644516087120	PolyGesture	InputEvent	BeginBatchEdit

1644516087131	PolyGesture	InputEvent	BeginBatchEdit

1644516087149	PolyGesture	InputEvent	TouchEvent (cursorPosition=105): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=224.0, y[0]=207.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90281270, downTime=90281270, deviceId=6, source=0x1002, displayId=0 }
1644516087157	PolyGesture	InputEvent	SelectionChanged 103 109

1644516087178	PolyGesture	InputEvent	BeginBatchEdit

1644516087178	PolyGesture	InputEvent	BeginBatchEdit

1644516087179	PolyGesture	InputEvent	BeginBatchEdit

1644516087192	PolyGesture	InputEvent	BeginBatchEdit

1644516087215	PolyGesture	InputEvent	TouchEvent (cursorPosition=103): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=224.0, y[0]=207.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90281339, downTime=90281270, deviceId=6, source=0x1002, displayId=0 }
1644516087228	PolyGesture	InputEvent	BeginBatchEdit

1644516087228	PolyGesture	InputEvent	BeginBatchEdit

1644516087271	PolyGesture	InputEvent	BeginBatchEdit

1644516087480	PolyGesture	InputEvent	BeginBatchEdit

1644516087481	PolyGesture	InputEvent	BeginBatchEdit

1644516087504	PolyGesture	InputEvent	BeginBatchEdit

1644516088396	PolyGesture	InputEvent	BeginBatchEdit

1644516088422	PolyGesture	InputEvent	SelectionChanged 109 109

1644516088429	PolyGesture	InputEvent	SelectionChanged 0 0

1644516088431	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf  round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 0 528 528

1644516088435	PolyGesture	InputEvent	SelectionChanged 103 103

1644516088436	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf  round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 103 6 0

1644516088440	PolyGesture	InputEvent	SelectionChanged 103 103

1644516088447	PolyGesture	InputEvent	BeginBatchEdit

1644516088451	PolyGesture	InputEvent	BeginBatchEdit

1644516088453	PolyGesture	InputEvent	BeginBatchEdit

1644516088459	PolyGesture	InputEvent	BeginBatchEdit

1644516088461	PolyGesture	InputEvent	BeginBatchEdit

1644516088464	PolyGesture	InputEvent	BeginBatchEdit

1644516088466	PolyGesture	InputEvent	BeginBatchEdit

1644516088666	PolyGesture	InputEvent	BeginBatchEdit

1644516088989	PolyGesture	InputEvent	TouchEvent (cursorPosition=103): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=791.0, y[0]=417.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90283112, downTime=90283112, deviceId=6, source=0x1002, displayId=0 }
1644516089049	PolyGesture	InputEvent	TouchEvent (cursorPosition=103): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=791.0, y[0]=417.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90283181, downTime=90283112, deviceId=6, source=0x1002, displayId=0 }
1644516089061	PolyGesture	InputEvent	SelectionChanged 300 300

1644516089084	PolyGesture	InputEvent	BeginBatchEdit

1644516089113	PolyGesture	InputEvent	BeginBatchEdit

1644516089170	PolyGesture	InputEvent	TouchEvent (cursorPosition=300): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=780.0, y[0]=394.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90283292, downTime=90283292, deviceId=6, source=0x1002, displayId=0 }
1644516089186	PolyGesture	InputEvent	SelectionChanged 298 305

1644516089201	PolyGesture	InputEvent	BeginBatchEdit

1644516089203	PolyGesture	InputEvent	BeginBatchEdit

1644516089223	PolyGesture	InputEvent	TouchEvent (cursorPosition=298): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=780.0, y[0]=394.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90283355, downTime=90283292, deviceId=6, source=0x1002, displayId=0 }
1644516089426	PolyGesture	InputEvent	BeginBatchEdit

1644516089826	PolyGesture	InputEvent	TouchEvent (cursorPosition=298): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=810.0, y[0]=376.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90283949, downTime=90283949, deviceId=6, source=0x1002, displayId=0 }
1644516089919	PolyGesture	InputEvent	TouchEvent (cursorPosition=298): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=810.0, y[0]=376.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90284050, downTime=90283949, deviceId=6, source=0x1002, displayId=0 }
1644516089954	PolyGesture	InputEvent	SelectionChanged 261 261

1644516089971	PolyGesture	InputEvent	BeginBatchEdit

1644516089993	PolyGesture	InputEvent	BeginBatchEdit

1644516090005	PolyGesture	InputEvent	TouchEvent (cursorPosition=261): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=809.0, y[0]=377.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90284137, downTime=90284137, deviceId=6, source=0x1002, displayId=0 }
1644516090012	PolyGesture	InputEvent	SelectionChanged 257 263

1644516090023	PolyGesture	InputEvent	BeginBatchEdit

1644516090026	PolyGesture	InputEvent	BeginBatchEdit

1644516090074	PolyGesture	InputEvent	TouchEvent (cursorPosition=257): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=809.0, y[0]=377.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90284206, downTime=90284137, deviceId=6, source=0x1002, displayId=0 }
1644516090247	PolyGesture	InputEvent	BeginBatchEdit

1644516091016	PolyGesture	InputEvent	BeginBatchEdit

1644516091042	PolyGesture	InputEvent	SelectionChanged 263 263

1644516091052	PolyGesture	InputEvent	SelectionChanged 0 0

1644516091054	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf  round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 0 522 522

1644516091059	PolyGesture	InputEvent	SelectionChanged 257 257

1644516091060	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf  round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 257 6 0

1644516091066	PolyGesture	InputEvent	SelectionChanged 257 257

1644516091075	PolyGesture	InputEvent	BeginBatchEdit

1644516091078	PolyGesture	InputEvent	BeginBatchEdit

1644516091079	PolyGesture	InputEvent	BeginBatchEdit

1644516091084	PolyGesture	InputEvent	BeginBatchEdit

1644516091086	PolyGesture	InputEvent	BeginBatchEdit

1644516091086	PolyGesture	InputEvent	BeginBatchEdit

1644516091088	PolyGesture	InputEvent	BeginBatchEdit

1644516091288	PolyGesture	InputEvent	BeginBatchEdit

1644516091797	PolyGesture	InputEvent	TouchEvent (cursorPosition=257): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=799.0, y[0]=579.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90285920, downTime=90285920, deviceId=6, source=0x1002, displayId=0 }
1644516091871	PolyGesture	InputEvent	TouchEvent (cursorPosition=257): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=799.0, y[0]=579.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90286003, downTime=90285920, deviceId=6, source=0x1002, displayId=0 }
1644516091883	PolyGesture	InputEvent	SelectionChanged 444 444

1644516091902	PolyGesture	InputEvent	BeginBatchEdit

1644516091955	PolyGesture	InputEvent	BeginBatchEdit

1644516091977	PolyGesture	InputEvent	TouchEvent (cursorPosition=444): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=807.0, y[0]=594.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90286100, downTime=90286100, deviceId=6, source=0x1002, displayId=0 }
1644516091996	PolyGesture	InputEvent	SelectionChanged 441 447

1644516092013	PolyGesture	InputEvent	BeginBatchEdit

1644516092015	PolyGesture	InputEvent	BeginBatchEdit

1644516092017	PolyGesture	InputEvent	TouchEvent (cursorPosition=441): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=807.0, y[0]=594.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90286149, downTime=90286100, deviceId=6, source=0x1002, displayId=0 }
1644516092233	PolyGesture	InputEvent	BeginBatchEdit

1644516092927	PolyGesture	InputEvent	BeginBatchEdit

1644516092955	PolyGesture	InputEvent	SelectionChanged 447 447

1644516092968	PolyGesture	InputEvent	SelectionChanged 0 0

1644516092970	PolyGesture	TaskCompleted	Cancella parola in 7"045 seconds (at 90287102, effective time: 6"014)

***************************************


1644516092978	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf  round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little  village where he had been so often lately was that no one knew who he was.' 0 516 516

1644516092982	PolyGesture	InputEvent	SelectionChanged 441 441

1644516092982	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf  round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little  village where he had been so often lately was that no one knew who he was.' 441 6 0

1644516092986	PolyGesture	InputEvent	SelectionChanged 441 441

1644516092993	PolyGesture	InputEvent	BeginBatchEdit

1644516093026	PolyGesture	InputEvent	BeginBatchEdit

1644516093026	PolyGesture	InputEvent	BeginBatchEdit

1644516093027	PolyGesture	InputEvent	BeginBatchEdit

1644516093030	PolyGesture	InputEvent	BeginBatchEdit

1644516093033	PolyGesture	InputEvent	BeginBatchEdit

1644516093034	PolyGesture	InputEvent	BeginBatchEdit

1644516093236	PolyGesture	InputEvent	BeginBatchEdit

1644516094002	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=90288124, downTime=90288124, deviceId=-1, source=0x101, displayId=0 }

1644516094006	PolyGesture	InputEvent	BeginBatchEdit

1644516094064	PolyGesture	InputEvent	WindowFocusChanged false

1644516094079	PolyGesture	InputEvent	BeginBatchEdit

1644516094079	PolyGesture	InputEvent	BeginBatchEdit

1644516094919	PolyGesture	InputEvent	SelectionChanged 0 0

1644516094919	PolyGesture	InputEvent	TextChanged '' 0 0 0

1644516094923	PolyGesture	InputEvent	SelectionChanged 0 0

1644516094923	PolyGesture	InputEvent	SelectionChanged 0 0

1644516094924	PolyGesture	TaskStarted	Sposta parola (taglia - incolla)

