1647345523803	PolyGesture	ExperimentStarted	Raffaele bis
1647345613215	PolyGesture	InputEvent	TouchEvent (cursorPosition=79): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=382.0, y[0]=149.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427281431, downTime=427281341, deviceId=6, source=0x1002, displayId=0 }
1647345613242	PolyGesture	InputEvent	SelectionChanged 78 78

1647345613265	PolyGesture	InputEvent	BeginBatchEdit

1647345613297	PolyGesture	InputEvent	BeginBatchEdit

1647345613500	PolyGesture	InputEvent	BeginBatchEdit

1647345614637	PolyGesture	InputEvent	BeginBatchEdit

1647345614656	PolyGesture	InputEvent	SelectionChanged 0 0

1647345614658	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 514 514

1647345614666	PolyGesture	InputEvent	SelectionChanged 79 79

1647345614668	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 78 0 1

1647345614671	PolyGesture	InputEvent	SelectionChanged 79 79

1647345614681	PolyGesture	InputEvent	BeginBatchEdit

1647345614691	PolyGesture	InputEvent	BeginBatchEdit

1647345614692	PolyGesture	InputEvent	BeginBatchEdit

1647345614698	PolyGesture	InputEvent	BeginBatchEdit

1647345614701	PolyGesture	InputEvent	BeginBatchEdit

1647345614707	PolyGesture	InputEvent	BeginBatchEdit

1647345614708	PolyGesture	InputEvent	BeginBatchEdit

1647345614910	PolyGesture	InputEvent	BeginBatchEdit

1647345626652	PolyGesture	InputEvent	TouchEvent (cursorPosition=79): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=506.0, y[0]=265.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427294859, downTime=427294859, deviceId=6, source=0x1002, displayId=0 }
1647345626964	PolyGesture	InputEvent	SelectionChanged 244 251

1647345626985	PolyGesture	InputEvent	BeginBatchEdit

1647345626988	PolyGesture	InputEvent	BeginBatchEdit

1647345626996	PolyGesture	InputEvent	TouchEvent (cursorPosition=244): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=506.0, y[0]=265.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427295212, downTime=427294859, deviceId=6, source=0x1002, displayId=0 }
1647345627207	PolyGesture	InputEvent	BeginBatchEdit

1647345628688	PolyGesture	InputEvent	BeginBatchEdit

1647345628693	PolyGesture	InputEvent	SelectionChanged 0 0

1647345628696	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 507 507

1647345628702	PolyGesture	InputEvent	SelectionChanged 244 244

1647345628703	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 244 7 0

1647345628707	PolyGesture	InputEvent	SelectionChanged 244 244

1647345628721	PolyGesture	InputEvent	BeginBatchEdit

1647345628724	PolyGesture	InputEvent	BeginBatchEdit

1647345628728	PolyGesture	InputEvent	BeginBatchEdit

1647345628729	PolyGesture	InputEvent	BeginBatchEdit

1647345628737	PolyGesture	InputEvent	BeginBatchEdit

1647345628739	PolyGesture	InputEvent	BeginBatchEdit

1647345628740	PolyGesture	InputEvent	BeginBatchEdit

1647345628742	PolyGesture	InputEvent	BeginBatchEdit

1647345628945	PolyGesture	InputEvent	BeginBatchEdit

1647345630156	PolyGesture	InputEvent	TouchEvent (cursorPosition=244): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=292.0, y[0]=208.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427298362, downTime=427298362, deviceId=6, source=0x1002, displayId=0 }
1647345630235	PolyGesture	InputEvent	TouchEvent (cursorPosition=244): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=292.0, y[0]=208.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427298451, downTime=427298362, deviceId=6, source=0x1002, displayId=0 }
1647345630242	PolyGesture	InputEvent	SelectionChanged 183 183

1647345630265	PolyGesture	InputEvent	BeginBatchEdit

1647345630301	PolyGesture	InputEvent	BeginBatchEdit

1647345630491	PolyGesture	InputEvent	BeginBatchEdit

1647345631763	PolyGesture	InputEvent	BeginBatchEdit

1647345631775	PolyGesture	InputEvent	SelectionChanged 0 0

1647345631778	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in  dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 508 508

1647345631786	PolyGesture	InputEvent	SelectionChanged 184 184

1647345631787	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in  dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 183 0 1

1647345631790	PolyGesture	InputEvent	SelectionChanged 184 184

1647345631801	PolyGesture	InputEvent	BeginBatchEdit

1647345631807	PolyGesture	InputEvent	BeginBatchEdit

1647345631807	PolyGesture	InputEvent	BeginBatchEdit

1647345631814	PolyGesture	InputEvent	BeginBatchEdit

1647345631820	PolyGesture	InputEvent	BeginBatchEdit

1647345631822	PolyGesture	InputEvent	BeginBatchEdit

1647345631825	PolyGesture	InputEvent	BeginBatchEdit

1647345632026	PolyGesture	InputEvent	BeginBatchEdit

1647345633700	PolyGesture	InputEvent	BeginBatchEdit

1647345633707	PolyGesture	InputEvent	SelectionChanged 0 0

1647345633709	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 507 507

1647345633717	PolyGesture	InputEvent	SelectionChanged 183 183

1647345633719	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 183 1 0

1647345633723	PolyGesture	InputEvent	SelectionChanged 183 183

1647345633735	PolyGesture	InputEvent	BeginBatchEdit

1647345633740	PolyGesture	InputEvent	BeginBatchEdit

1647345633740	PolyGesture	InputEvent	BeginBatchEdit

1647345633746	PolyGesture	InputEvent	BeginBatchEdit

1647345633748	PolyGesture	InputEvent	BeginBatchEdit

1647345633749	PolyGesture	InputEvent	BeginBatchEdit

1647345633750	PolyGesture	InputEvent	BeginBatchEdit

1647345633952	PolyGesture	InputEvent	BeginBatchEdit

1647345637392	PolyGesture	InputEvent	TouchEvent (cursorPosition=183): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=305.0, y[0]=230.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427305598, downTime=427305598, deviceId=6, source=0x1002, displayId=0 }
1647345637456	PolyGesture	InputEvent	TouchEvent (cursorPosition=183): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=305.0, y[0]=230.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427305672, downTime=427305598, deviceId=6, source=0x1002, displayId=0 }
1647345637464	PolyGesture	InputEvent	SelectionChanged 184 184

1647345637482	PolyGesture	InputEvent	BeginBatchEdit

1647345637533	PolyGesture	InputEvent	BeginBatchEdit

1647345637722	PolyGesture	InputEvent	BeginBatchEdit

1647345638369	PolyGesture	InputEvent	TouchEvent (cursorPosition=184): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=273.0, y[0]=240.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427306576, downTime=427306576, deviceId=6, source=0x1002, displayId=0 }
1647345638436	PolyGesture	InputEvent	TouchEvent (cursorPosition=184): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=273.0, y[0]=240.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427306652, downTime=427306576, deviceId=6, source=0x1002, displayId=0 }
1647345638455	PolyGesture	InputEvent	SelectionChanged 182 182

1647345638479	PolyGesture	InputEvent	BeginBatchEdit

1647345638511	PolyGesture	InputEvent	BeginBatchEdit

1647345638713	PolyGesture	InputEvent	BeginBatchEdit

1647345641117	PolyGesture	InputEvent	BeginBatchEdit

1647345641129	PolyGesture	InputEvent	SelectionChanged 0 0

1647345641132	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men inevening dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 514 514

1647345641136	PolyGesture	InputEvent	SelectionChanged 189 189

1647345641137	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men inevening dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 182 0 7

1647345641141	PolyGesture	InputEvent	SelectionChanged 189 189

1647345641160	PolyGesture	InputEvent	BeginBatchEdit

1647345641164	PolyGesture	InputEvent	BeginBatchEdit

1647345641166	PolyGesture	InputEvent	BeginBatchEdit

1647345641167	PolyGesture	InputEvent	BeginBatchEdit

1647345641173	PolyGesture	InputEvent	BeginBatchEdit

1647345641175	PolyGesture	InputEvent	BeginBatchEdit

1647345641176	PolyGesture	InputEvent	BeginBatchEdit

1647345641177	PolyGesture	InputEvent	BeginBatchEdit

1647345641378	PolyGesture	InputEvent	BeginBatchEdit

1647345642125	PolyGesture	InputEvent	TouchEvent (cursorPosition=189): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=265.0, y[0]=242.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427310330, downTime=427310330, deviceId=6, source=0x1002, displayId=0 }
1647345642211	PolyGesture	InputEvent	TouchEvent (cursorPosition=189): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=265.0, y[0]=242.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427310426, downTime=427310330, deviceId=6, source=0x1002, displayId=0 }
1647345642218	PolyGesture	InputEvent	SelectionChanged 235 235

1647345642240	PolyGesture	InputEvent	BeginBatchEdit

1647345642275	PolyGesture	InputEvent	BeginBatchEdit

1647345642467	PolyGesture	InputEvent	BeginBatchEdit

1647345642912	PolyGesture	InputEvent	TouchEvent (cursorPosition=235): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=258.0, y[0]=216.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427311112, downTime=427311112, deviceId=6, source=0x1002, displayId=0 }
1647345642970	PolyGesture	InputEvent	TouchEvent (cursorPosition=235): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=258.0, y[0]=216.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427311186, downTime=427311112, deviceId=6, source=0x1002, displayId=0 }
1647345642988	PolyGesture	InputEvent	SelectionChanged 181 181

1647345643011	PolyGesture	InputEvent	BeginBatchEdit

1647345643044	PolyGesture	InputEvent	BeginBatchEdit

1647345643236	PolyGesture	InputEvent	BeginBatchEdit

1647345643799	PolyGesture	InputEvent	TouchEvent (cursorPosition=181): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=280.0, y[0]=221.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427312005, downTime=427312005, deviceId=6, source=0x1002, displayId=0 }
1647345643858	PolyGesture	InputEvent	TouchEvent (cursorPosition=181): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=280.0, y[0]=221.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427312074, downTime=427312005, deviceId=6, source=0x1002, displayId=0 }
1647345643874	PolyGesture	InputEvent	SelectionChanged 182 182

1647345643900	PolyGesture	InputEvent	BeginBatchEdit

1647345643926	PolyGesture	InputEvent	BeginBatchEdit

1647345644127	PolyGesture	InputEvent	BeginBatchEdit

1647345645020	PolyGesture	InputEvent	TouchEvent (cursorPosition=182): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=277.0, y[0]=234.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427313226, downTime=427313226, deviceId=6, source=0x1002, displayId=0 }
1647345645072	PolyGesture	InputEvent	TouchEvent (cursorPosition=182): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=277.0, y[0]=234.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427313288, downTime=427313226, deviceId=6, source=0x1002, displayId=0 }
1647345647536	PolyGesture	InputEvent	BeginBatchEdit

1647345647550	PolyGesture	InputEvent	SelectionChanged 0 0

1647345647553	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 515 515

1647345647560	PolyGesture	InputEvent	SelectionChanged 183 183

1647345647561	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 182 0 1

1647345647566	PolyGesture	InputEvent	SelectionChanged 183 183

1647345647577	PolyGesture	InputEvent	BeginBatchEdit

1647345647583	PolyGesture	InputEvent	BeginBatchEdit

1647345647583	PolyGesture	InputEvent	BeginBatchEdit

1647345647589	PolyGesture	InputEvent	BeginBatchEdit

1647345647592	PolyGesture	InputEvent	BeginBatchEdit

1647345647593	PolyGesture	InputEvent	BeginBatchEdit

1647345647597	PolyGesture	InputEvent	BeginBatchEdit

1647345647798	PolyGesture	InputEvent	BeginBatchEdit

1647345658342	PolyGesture	InputEvent	TouchEvent (cursorPosition=183): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=737.0, y[0]=324.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427326547, downTime=427326547, deviceId=6, source=0x1002, displayId=0 }
1647345658650	PolyGesture	InputEvent	SelectionChanged 311 314

1647345658672	PolyGesture	InputEvent	TouchEvent (cursorPosition=311): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=737.0, y[0]=324.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427326887, downTime=427326547, deviceId=6, source=0x1002, displayId=0 }
1647345658680	PolyGesture	InputEvent	BeginBatchEdit

1647345658684	PolyGesture	InputEvent	BeginBatchEdit

1647345658896	PolyGesture	InputEvent	BeginBatchEdit

1647345661798	PolyGesture	InputEvent	BeginBatchEdit

1647345661805	PolyGesture	InputEvent	SelectionChanged 0 0

1647345661806	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to  be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 512 512

1647345661810	PolyGesture	InputEvent	SelectionChanged 311 311

1647345661811	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to  be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 311 3 0

1647345661815	PolyGesture	InputEvent	SelectionChanged 311 311

1647345661828	PolyGesture	InputEvent	BeginBatchEdit

1647345661831	PolyGesture	InputEvent	BeginBatchEdit

1647345661834	PolyGesture	InputEvent	BeginBatchEdit

1647345661834	PolyGesture	InputEvent	BeginBatchEdit

1647345661841	PolyGesture	InputEvent	BeginBatchEdit

1647345661843	PolyGesture	InputEvent	BeginBatchEdit

1647345661843	PolyGesture	InputEvent	BeginBatchEdit

1647345661845	PolyGesture	InputEvent	BeginBatchEdit

1647345662048	PolyGesture	InputEvent	BeginBatchEdit

1647345662997	PolyGesture	InputEvent	TouchEvent (cursorPosition=311): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=812.0, y[0]=346.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427331203, downTime=427331203, deviceId=6, source=0x1002, displayId=0 }
1647345663057	PolyGesture	InputEvent	TouchEvent (cursorPosition=311): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=812.0, y[0]=346.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427331273, downTime=427331203, deviceId=6, source=0x1002, displayId=0 }
1647345663064	PolyGesture	InputEvent	SelectionChanged 375 375

1647345663094	PolyGesture	InputEvent	BeginBatchEdit

1647345663129	PolyGesture	InputEvent	BeginBatchEdit

1647345663340	PolyGesture	InputEvent	BeginBatchEdit

1647345663896	PolyGesture	InputEvent	TouchEvent (cursorPosition=375): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=800.0, y[0]=363.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427332102, downTime=427332102, deviceId=6, source=0x1002, displayId=0 }
1647345663941	PolyGesture	InputEvent	TouchEvent (cursorPosition=375): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=800.0, y[0]=363.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427332157, downTime=427332102, deviceId=6, source=0x1002, displayId=0 }
1647345663958	PolyGesture	InputEvent	SelectionChanged 374 374

1647345663985	PolyGesture	InputEvent	BeginBatchEdit

1647345664017	PolyGesture	InputEvent	BeginBatchEdit

1647345664220	PolyGesture	InputEvent	BeginBatchEdit

1647345665489	PolyGesture	InputEvent	BeginBatchEdit

1647345665506	PolyGesture	InputEvent	SelectionChanged 0 0

1647345665509	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to  be when he was pointed out, or stared at, or talked about. He  tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1647345665517	PolyGesture	InputEvent	SelectionChanged 375 375

1647345665518	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to  be when he was pointed out, or stared at, or talked about. He  tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 374 0 1

1647345665522	PolyGesture	InputEvent	SelectionChanged 375 375

1647345665532	PolyGesture	InputEvent	BeginBatchEdit

1647345665538	PolyGesture	InputEvent	BeginBatchEdit

1647345665538	PolyGesture	InputEvent	BeginBatchEdit

1647345665546	PolyGesture	InputEvent	BeginBatchEdit

1647345665548	PolyGesture	InputEvent	BeginBatchEdit

1647345665551	PolyGesture	InputEvent	BeginBatchEdit

1647345665554	PolyGesture	InputEvent	BeginBatchEdit

1647345665755	PolyGesture	InputEvent	BeginBatchEdit

1647345667454	PolyGesture	InputEvent	BeginBatchEdit

1647345667461	PolyGesture	InputEvent	SelectionChanged 0 0

1647345667464	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to  be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 512 512

1647345667471	PolyGesture	InputEvent	SelectionChanged 374 374

1647345667472	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to  be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 374 1 0

1647345667476	PolyGesture	InputEvent	SelectionChanged 374 374

1647345667485	PolyGesture	InputEvent	BeginBatchEdit

1647345667501	PolyGesture	InputEvent	BeginBatchEdit

1647345667502	PolyGesture	InputEvent	BeginBatchEdit

1647345667509	PolyGesture	InputEvent	BeginBatchEdit

1647345667512	PolyGesture	InputEvent	BeginBatchEdit

1647345667513	PolyGesture	InputEvent	BeginBatchEdit

1647345667514	PolyGesture	InputEvent	BeginBatchEdit

1647345667715	PolyGesture	InputEvent	BeginBatchEdit

1647345670526	PolyGesture	InputEvent	TouchEvent (cursorPosition=374): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=812.0, y[0]=355.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427338734, downTime=427338734, deviceId=6, source=0x1002, displayId=0 }
1647345670607	PolyGesture	InputEvent	TouchEvent (cursorPosition=374): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=812.0, y[0]=355.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427338823, downTime=427338734, deviceId=6, source=0x1002, displayId=0 }
1647345670615	PolyGesture	InputEvent	SelectionChanged 375 375

1647345670644	PolyGesture	InputEvent	BeginBatchEdit

1647345670680	PolyGesture	InputEvent	BeginBatchEdit

1647345670881	PolyGesture	InputEvent	BeginBatchEdit

1647345671433	PolyGesture	InputEvent	TouchEvent (cursorPosition=375): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=773.0, y[0]=369.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427339632, downTime=427339632, deviceId=6, source=0x1002, displayId=0 }
1647345671492	PolyGesture	InputEvent	TouchEvent (cursorPosition=375): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=773.0, y[0]=369.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427339708, downTime=427339632, deviceId=6, source=0x1002, displayId=0 }
1647345671509	PolyGesture	InputEvent	SelectionChanged 372 372

1647345671535	PolyGesture	InputEvent	BeginBatchEdit

1647345671569	PolyGesture	InputEvent	BeginBatchEdit

1647345671761	PolyGesture	InputEvent	BeginBatchEdit

