1643970999411	PolyGesture	ExperimentStarted	Francesca
1643971046675	PolyGesture	InputEvent	SelectionChanged 298 298

1643971046696	PolyGesture	InputEvent	BeginBatchEdit

1643971046715	PolyGesture	InputEvent	BeginBatchEdit

1643971046912	PolyGesture	InputEvent	BeginBatchEdit

1643971046922	PolyGesture	InputEvent	BeginBatchEdit

1643971046955	PolyGesture	InputEvent	BeginBatchEdit

1643971047380	PolyGesture	InputEvent	SelectionChanged 299 299

1643971047396	PolyGesture	InputEvent	BeginBatchEdit

1643971047405	PolyGesture	InputEvent	BeginBatchEdit

1643971047606	PolyGesture	InputEvent	BeginBatchEdit

1643971047608	PolyGesture	InputEvent	BeginBatchEdit

1643971048536	PolyGesture	InputEvent	TouchEvent (cursorPosition=299): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=538.0, y[0]=695.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82252307, downTime=82252307, deviceId=6, source=0x1002, displayId=0 }
1643971048590	PolyGesture	InputEvent	TouchEvent (cursorPosition=299): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=538.0, y[0]=695.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82252370, downTime=82252307, deviceId=6, source=0x1002, displayId=0 }
1643971048608	PolyGesture	InputEvent	SelectionChanged 287 287

1643971048610	PolyGesture	InputEvent	SelectionChanged 299 287

1643971048626	PolyGesture	InputEvent	BeginBatchEdit

1643971048629	PolyGesture	InputEvent	BeginBatchEdit

1643971048629	PolyGesture	InputEvent	BeginBatchEdit

1643971048631	PolyGesture	InputEvent	BeginBatchEdit

1643971048834	PolyGesture	InputEvent	BeginBatchEdit

1643971048836	PolyGesture	InputEvent	BeginBatchEdit

1643971048857	PolyGesture	InputEvent	BeginBatchEdit

1643971049494	PolyGesture	InputEvent	SelectionChanged 299 286

1643971049509	PolyGesture	InputEvent	BeginBatchEdit

1643971049513	PolyGesture	InputEvent	BeginBatchEdit

1643971049717	PolyGesture	InputEvent	BeginBatchEdit

1643971050157	PolyGesture	InputEvent	BeginBatchEdit

1643971050161	PolyGesture	InputEvent	SelectionChanged 299 299

1643971050178	PolyGesture	InputEvent	SelectionChanged 0 0

1643971050179	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 0 528 528

1643971050183	PolyGesture	InputEvent	SelectionChanged 286 286

1643971050184	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 286 13 0

1643971050187	PolyGesture	InputEvent	SelectionChanged 286 286

1643971050200	PolyGesture	InputEvent	BeginBatchEdit

1643971050204	PolyGesture	InputEvent	BeginBatchEdit

1643971050205	PolyGesture	InputEvent	BeginBatchEdit

1643971050212	PolyGesture	InputEvent	BeginBatchEdit

1643971050215	PolyGesture	InputEvent	BeginBatchEdit

1643971050216	PolyGesture	InputEvent	BeginBatchEdit

1643971050219	PolyGesture	InputEvent	BeginBatchEdit

1643971050418	PolyGesture	InputEvent	BeginBatchEdit

1643971050941	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=288.0, y[0]=957.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82254711, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971050978	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=291.0, y[0]=944.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82254758, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971050999	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=294.31662, y[0]=903.56714, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82254775, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051010	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=296.80923, y[0]=879.5261, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=82254786, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051021	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=297.0, y[0]=851.4448, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82254797, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051032	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=297.0, y[0]=828.9057, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82254808, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051044	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=298.5, y[0]=807.5, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=82254817, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051055	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=296.95346, y[0]=788.3951, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82254831, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051066	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=296.0, y[0]=764.27313, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=82254842, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051077	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=295.6949, y[0]=743.0334, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82254853, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051088	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=295.0, y[0]=721.48944, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=82254864, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051099	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=292.45932, y[0]=695.34894, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82254875, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051111	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=290.90527, y[0]=670.4842, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82254886, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051121	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=287.54913, y[0]=643.393, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=82254898, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051133	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=284.67706, y[0]=619.15576, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82254909, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051144	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=282.1823, y[0]=594.4586, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=82254920, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051155	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=280.45145, y[0]=569.2231, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82254931, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051166	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=278.91238, y[0]=547.86115, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82254942, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051177	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=277.0, y[0]=525.63586, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=82254953, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051188	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=276.0, y[0]=506.84167, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82254964, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051199	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=276.0, y[0]=490.00073, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=82254976, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051212	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=275.0, y[0]=474.57495, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82254987, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051222	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=273.90393, y[0]=461.23157, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82254998, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051233	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=273.27414, y[0]=446.46722, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=82255009, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051244	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=272.6804, y[0]=432.1234, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82255020, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051250	PolyGesture	InputEvent	SelectionChanged 406 409

1643971051255	PolyGesture	InputEvent	TouchEvent (cursorPosition=406): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=271.0911, y[0]=418.72888, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=82255031, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051270	PolyGesture	InputEvent	BeginBatchEdit

1643971051271	PolyGesture	InputEvent	TouchEvent (cursorPosition=406): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=269.45474, y[0]=405.63788, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82255042, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051275	PolyGesture	InputEvent	SelectionChanged 409 109

1643971051285	PolyGesture	InputEvent	TouchEvent (cursorPosition=409): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=268.8977, y[0]=393.18158, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82255053, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051288	PolyGesture	InputEvent	TouchEvent (cursorPosition=409): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=268.0, y[0]=380.94012, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=82255065, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051291	PolyGesture	InputEvent	BeginBatchEdit

1643971051292	PolyGesture	InputEvent	BeginBatchEdit

1643971051293	PolyGesture	InputEvent	BeginBatchEdit

1643971051300	PolyGesture	InputEvent	TouchEvent (cursorPosition=409): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=267.67578, y[0]=370.05463, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82255076, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051311	PolyGesture	InputEvent	TouchEvent (cursorPosition=409): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=267.0, y[0]=360.5573, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=82255087, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051322	PolyGesture	InputEvent	TouchEvent (cursorPosition=409): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=267.0, y[0]=352.79965, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82255098, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051333	PolyGesture	InputEvent	TouchEvent (cursorPosition=409): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=267.0, y[0]=346.6119, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82255109, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051344	PolyGesture	InputEvent	TouchEvent (cursorPosition=409): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=267.0, y[0]=342.5386, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=82255120, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051355	PolyGesture	InputEvent	TouchEvent (cursorPosition=409): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=267.0, y[0]=340.70505, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82255131, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051389	PolyGesture	InputEvent	TouchEvent (cursorPosition=409): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=267.0, y[0]=342.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82255164, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051410	PolyGesture	InputEvent	TouchEvent (cursorPosition=409): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=267.0, y[0]=342.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82255191, downTime=82254711, deviceId=6, source=0x1002, displayId=0 }
1643971051416	PolyGesture	InputEvent	SelectionChanged 109 409

1643971051434	PolyGesture	InputEvent	BeginBatchEdit

1643971051461	PolyGesture	InputEvent	BeginBatchEdit

1643971051663	PolyGesture	InputEvent	BeginBatchEdit

1643971051951	PolyGesture	InputEvent	TouchEvent (cursorPosition=109): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=243.0, y[0]=565.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82255723, downTime=82255723, deviceId=6, source=0x1002, displayId=0 }
1643971051990	PolyGesture	InputEvent	TouchEvent (cursorPosition=109): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=243.0, y[0]=565.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82255771, downTime=82255723, deviceId=6, source=0x1002, displayId=0 }
1643971052000	PolyGesture	InputEvent	SelectionChanged 217 217

1643971052022	PolyGesture	InputEvent	BeginBatchEdit

1643971052040	PolyGesture	InputEvent	BeginBatchEdit

1643971052247	PolyGesture	InputEvent	BeginBatchEdit

1643971052248	PolyGesture	InputEvent	BeginBatchEdit

1643971052275	PolyGesture	InputEvent	BeginBatchEdit

1643971054257	PolyGesture	InputEvent	TouchEvent (cursorPosition=217): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=710.0, y[0]=1054.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82258029, downTime=82258029, deviceId=6, source=0x1002, displayId=0 }
1643971054296	PolyGesture	InputEvent	TouchEvent (cursorPosition=217): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=710.0, y[0]=1054.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82258076, downTime=82258029, deviceId=6, source=0x1002, displayId=0 }
1643971054317	PolyGesture	InputEvent	SelectionChanged 432 432

1643971054359	PolyGesture	InputEvent	BeginBatchEdit

1643971054368	PolyGesture	InputEvent	BeginBatchEdit

1643971054574	PolyGesture	InputEvent	BeginBatchEdit

1643971054576	PolyGesture	InputEvent	BeginBatchEdit

1643971054608	PolyGesture	InputEvent	BeginBatchEdit

1643971055437	PolyGesture	InputEvent	SelectionChanged 433 433

1643971055455	PolyGesture	InputEvent	BeginBatchEdit

1643971055466	PolyGesture	InputEvent	BeginBatchEdit

1643971055667	PolyGesture	InputEvent	BeginBatchEdit

1643971055671	PolyGesture	InputEvent	BeginBatchEdit

1643971056381	PolyGesture	InputEvent	TouchEvent (cursorPosition=433): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=300.0, y[0]=1061.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82260153, downTime=82260153, deviceId=6, source=0x1002, displayId=0 }
1643971056421	PolyGesture	InputEvent	TouchEvent (cursorPosition=433): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=300.0, y[0]=1061.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82260201, downTime=82260153, deviceId=6, source=0x1002, displayId=0 }
1643971056437	PolyGesture	InputEvent	SelectionChanged 420 420

1643971056439	PolyGesture	InputEvent	SelectionChanged 433 420

1643971056457	PolyGesture	InputEvent	BeginBatchEdit

1643971056460	PolyGesture	InputEvent	BeginBatchEdit

1643971056460	PolyGesture	InputEvent	BeginBatchEdit

1643971056462	PolyGesture	InputEvent	BeginBatchEdit

1643971056663	PolyGesture	InputEvent	BeginBatchEdit

1643971056666	PolyGesture	InputEvent	BeginBatchEdit

1643971056690	PolyGesture	InputEvent	BeginBatchEdit

1643971058156	PolyGesture	InputEvent	BeginBatchEdit

1643971058158	PolyGesture	InputEvent	SelectionChanged 433 433

1643971058166	PolyGesture	InputEvent	SelectionChanged 0 0

1643971058169	PolyGesture	TaskCompleted	Cancella frase in 19"867 seconds (at 82261949, effective time: 18"884)

***************************************


1643971058176	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the  charm of the little village where he had been so often lately was that no one knew who he was.' 0 515 515

1643971058180	PolyGesture	InputEvent	SelectionChanged 420 420

1643971058181	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the  charm of the little village where he had been so often lately was that no one knew who he was.' 420 13 0

1643971058184	PolyGesture	InputEvent	SelectionChanged 420 420

1643971058197	PolyGesture	InputEvent	BeginBatchEdit

1643971058240	PolyGesture	InputEvent	BeginBatchEdit

1643971058243	PolyGesture	InputEvent	BeginBatchEdit

1643971058250	PolyGesture	InputEvent	BeginBatchEdit

1643971058255	PolyGesture	InputEvent	BeginBatchEdit

1643971058258	PolyGesture	InputEvent	BeginBatchEdit

1643971058259	PolyGesture	InputEvent	BeginBatchEdit

1643971058461	PolyGesture	InputEvent	BeginBatchEdit

1643971059526	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=82263302, downTime=82263302, deviceId=-1, source=0x101, displayId=0 }

1643971059528	PolyGesture	InputEvent	BeginBatchEdit

1643971059570	PolyGesture	InputEvent	WindowFocusChanged false

1643971059605	PolyGesture	InputEvent	BeginBatchEdit

1643971059605	PolyGesture	InputEvent	BeginBatchEdit

1643971060458	PolyGesture	InputEvent	SelectionChanged 0 0

1643971060460	PolyGesture	InputEvent	TextChanged '' 0 0 0

1643971060517	PolyGesture	InputEvent	SelectionChanged 0 0

1643971060518	PolyGesture	InputEvent	SelectionChanged 0 0

1643971060518	PolyGesture	TaskStarted	Sposta parola (taglia - incolla)

1643971060519	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1643971060521	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 0 513

1643971060524	PolyGesture	InputEvent	SelectionChanged 513 513

1643971060540	PolyGesture	InputEvent	FocusChanged true 130 null

1643971060562	PolyGesture	InputEvent	WindowFocusChanged true

1643971061562	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=476.0, y[0]=195.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82265335, downTime=82265335, deviceId=6, source=0x1002, displayId=0 }
1643971061609	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=476.0, y[0]=195.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82265390, downTime=82265335, deviceId=6, source=0x1002, displayId=0 }
1643971061620	PolyGesture	InputEvent	SelectionChanged 86 86

1643971061646	PolyGesture	InputEvent	BeginBatchEdit

1643971061646	PolyGesture	InputEvent	BeginBatchEdit

1643971061656	PolyGesture	InputEvent	BeginBatchEdit

