1644515598253	PolyGesture	ExperimentStarted	Asia
1644515623945	PolyGesture	InputEvent	TouchEvent (cursorPosition=257): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=145.0, y[0]=387.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89818077, downTime=89818077, deviceId=6, source=0x1002, displayId=0 }
1644515624000	PolyGesture	InputEvent	TouchEvent (cursorPosition=257): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=145.0, y[0]=387.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89818132, downTime=89818077, deviceId=6, source=0x1002, displayId=0 }
1644515624012	PolyGesture	InputEvent	SelectionChanged 445 445

1644515624039	PolyGesture	InputEvent	BeginBatchEdit

1644515624061	PolyGesture	InputEvent	BeginBatchEdit

1644515624269	PolyGesture	InputEvent	BeginBatchEdit

1644515624270	PolyGesture	InputEvent	BeginBatchEdit

1644515624296	PolyGesture	InputEvent	BeginBatchEdit

1644515624904	PolyGesture	InputEvent	SelectionChanged 444 444

1644515624918	PolyGesture	InputEvent	BeginBatchEdit

1644515624927	PolyGesture	InputEvent	BeginBatchEdit

1644515624993	PolyGesture	InputEvent	SelectionChanged 443 443

1644515625010	PolyGesture	InputEvent	BeginBatchEdit

1644515625019	PolyGesture	InputEvent	BeginBatchEdit

1644515625127	PolyGesture	InputEvent	SelectionChanged 442 442

1644515625142	PolyGesture	InputEvent	BeginBatchEdit

1644515625152	PolyGesture	InputEvent	BeginBatchEdit

1644515625350	PolyGesture	InputEvent	SelectionChanged 441 441

1644515625369	PolyGesture	InputEvent	BeginBatchEdit

1644515625376	PolyGesture	InputEvent	BeginBatchEdit

1644515625378	PolyGesture	InputEvent	BeginBatchEdit

1644515625391	PolyGesture	InputEvent	BeginBatchEdit

1644515625592	PolyGesture	InputEvent	BeginBatchEdit

1644515625594	PolyGesture	InputEvent	BeginBatchEdit

1644515627533	PolyGesture	InputEvent	TouchEvent (cursorPosition=441): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=177.0, y[0]=404.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89821662, downTime=89821662, deviceId=6, source=0x1002, displayId=0 }
1644515627576	PolyGesture	InputEvent	TouchEvent (cursorPosition=441): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=177.0, y[0]=404.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89821708, downTime=89821662, deviceId=6, source=0x1002, displayId=0 }
1644515627597	PolyGesture	InputEvent	SelectionChanged 446 446

1644515627599	PolyGesture	InputEvent	SelectionChanged 441 446

1644515627620	PolyGesture	InputEvent	BeginBatchEdit

1644515627624	PolyGesture	InputEvent	BeginBatchEdit

1644515627625	PolyGesture	InputEvent	BeginBatchEdit

1644515627627	PolyGesture	InputEvent	BeginBatchEdit

1644515627830	PolyGesture	InputEvent	BeginBatchEdit

1644515627832	PolyGesture	InputEvent	BeginBatchEdit

1644515627869	PolyGesture	InputEvent	BeginBatchEdit

1644515628394	PolyGesture	InputEvent	SelectionChanged 441 447

1644515628419	PolyGesture	InputEvent	BeginBatchEdit

1644515628422	PolyGesture	InputEvent	BeginBatchEdit

1644515628624	PolyGesture	InputEvent	BeginBatchEdit

1644515629401	PolyGesture	InputEvent	BeginBatchEdit

1644515629403	PolyGesture	InputEvent	SelectionChanged 447 447

1644515629413	PolyGesture	InputEvent	SelectionChanged 0 0

1644515629415	PolyGesture	TaskCompleted	Cancella parola in 18"927 seconds (at 89823548, effective time: 17"572)

***************************************


1644515629421	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf  round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little  village where he had been so often lately was that no one knew who he was.' 0 516 516

1644515629427	PolyGesture	InputEvent	SelectionChanged 441 441

1644515629428	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf  round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That  is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little  village where he had been so often lately was that no one knew who he was.' 441 6 0

1644515629434	PolyGesture	InputEvent	SelectionChanged 441 441

1644515629447	PolyGesture	InputEvent	BeginBatchEdit

1644515629470	PolyGesture	InputEvent	BeginBatchEdit

1644515629471	PolyGesture	InputEvent	BeginBatchEdit

1644515629476	PolyGesture	InputEvent	BeginBatchEdit

1644515629479	PolyGesture	InputEvent	BeginBatchEdit

1644515629483	PolyGesture	InputEvent	BeginBatchEdit

1644515629484	PolyGesture	InputEvent	BeginBatchEdit

1644515629686	PolyGesture	InputEvent	BeginBatchEdit

1644515630679	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=89824808, downTime=89824808, deviceId=-1, source=0x101, displayId=0 }

1644515630683	PolyGesture	InputEvent	BeginBatchEdit

1644515630721	PolyGesture	InputEvent	WindowFocusChanged false

1644515630751	PolyGesture	InputEvent	BeginBatchEdit

1644515630752	PolyGesture	InputEvent	BeginBatchEdit

1644515631737	PolyGesture	InputEvent	SelectionChanged 0 0

1644515631738	PolyGesture	InputEvent	TextChanged '' 0 0 0

1644515631820	PolyGesture	InputEvent	SelectionChanged 0 0

1644515631821	PolyGesture	InputEvent	SelectionChanged 0 0

1644515631822	PolyGesture	TaskStarted	Cancella frase

1644515631822	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he XXXXX XXXXX strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered XXXX XXXXXXXX how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 0 553 553

1644515631826	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he XXXXX XXXXX strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered XXXX XXXXXXXX how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 0 0 553

1644515631829	PolyGesture	InputEvent	SelectionChanged 553 553

1644515631842	PolyGesture	InputEvent	FocusChanged true 130 null

1644515631865	PolyGesture	InputEvent	WindowFocusChanged true

1644515633026	PolyGesture	InputEvent	TouchEvent (cursorPosition=553): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=160.0, y[0]=162.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89827156, downTime=89827156, deviceId=6, source=0x1002, displayId=0 }
1644515633085	PolyGesture	InputEvent	TouchEvent (cursorPosition=553): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=160.0, y[0]=162.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89827217, downTime=89827156, deviceId=6, source=0x1002, displayId=0 }
1644515633097	PolyGesture	InputEvent	SelectionChanged 127 127

1644515633123	PolyGesture	InputEvent	BeginBatchEdit

1644515633124	PolyGesture	InputEvent	BeginBatchEdit

1644515633132	PolyGesture	InputEvent	BeginBatchEdit

1644515633142	PolyGesture	InputEvent	BeginBatchEdit

1644515633350	PolyGesture	InputEvent	BeginBatchEdit

1644515633351	PolyGesture	InputEvent	BeginBatchEdit

1644515633377	PolyGesture	InputEvent	BeginBatchEdit

1644515634379	PolyGesture	InputEvent	TouchEvent (cursorPosition=127): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=390.0, y[0]=174.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89828502, downTime=89828502, deviceId=6, source=0x1002, displayId=0 }
1644515634418	PolyGesture	InputEvent	TouchEvent (cursorPosition=127): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=390.0, y[0]=174.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89828550, downTime=89828502, deviceId=6, source=0x1002, displayId=0 }
1644515634436	PolyGesture	InputEvent	SelectionChanged 137 137

1644515634439	PolyGesture	InputEvent	SelectionChanged 127 137

1644515634450	PolyGesture	InputEvent	BeginBatchEdit

1644515634453	PolyGesture	InputEvent	BeginBatchEdit

1644515634454	PolyGesture	InputEvent	BeginBatchEdit

1644515634455	PolyGesture	InputEvent	BeginBatchEdit

1644515634659	PolyGesture	InputEvent	BeginBatchEdit

1644515634661	PolyGesture	InputEvent	BeginBatchEdit

1644515634678	PolyGesture	InputEvent	BeginBatchEdit

1644515635192	PolyGesture	InputEvent	SelectionChanged 127 138

1644515635211	PolyGesture	InputEvent	BeginBatchEdit

1644515635214	PolyGesture	InputEvent	BeginBatchEdit

1644515635417	PolyGesture	InputEvent	BeginBatchEdit

1644515636155	PolyGesture	InputEvent	BeginBatchEdit

1644515636155	PolyGesture	InputEvent	SelectionChanged 138 138

1644515636161	PolyGesture	InputEvent	SelectionChanged 0 0

1644515636163	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered XXXX XXXXXXXX how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 0 542 542

1644515636166	PolyGesture	InputEvent	SelectionChanged 127 127

1644515636167	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered XXXX XXXXXXXX how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 127 11 0

1644515636172	PolyGesture	InputEvent	SelectionChanged 127 127

1644515636187	PolyGesture	InputEvent	BeginBatchEdit

1644515636201	PolyGesture	InputEvent	BeginBatchEdit

1644515636201	PolyGesture	InputEvent	BeginBatchEdit

1644515636210	PolyGesture	InputEvent	BeginBatchEdit

1644515636213	PolyGesture	InputEvent	BeginBatchEdit

1644515636213	PolyGesture	InputEvent	BeginBatchEdit

1644515636214	PolyGesture	InputEvent	BeginBatchEdit

1644515636416	PolyGesture	InputEvent	BeginBatchEdit

1644515636904	PolyGesture	InputEvent	TouchEvent (cursorPosition=127): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=334.0, y[0]=310.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89831028, downTime=89831028, deviceId=6, source=0x1002, displayId=0 }
1644515636942	PolyGesture	InputEvent	TouchEvent (cursorPosition=127): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=334.0, y[0]=310.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89831074, downTime=89831028, deviceId=6, source=0x1002, displayId=0 }
1644515636951	PolyGesture	InputEvent	SelectionChanged 287 287

1644515636969	PolyGesture	InputEvent	BeginBatchEdit

1644515636991	PolyGesture	InputEvent	BeginBatchEdit

1644515637197	PolyGesture	InputEvent	BeginBatchEdit

1644515637199	PolyGesture	InputEvent	BeginBatchEdit

1644515637220	PolyGesture	InputEvent	BeginBatchEdit

1644515638299	PolyGesture	InputEvent	TouchEvent (cursorPosition=287): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=617.0, y[0]=323.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89832422, downTime=89832422, deviceId=6, source=0x1002, displayId=0 }
1644515638367	PolyGesture	InputEvent	TouchEvent (cursorPosition=287): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=617.0, y[0]=323.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89832498, downTime=89832422, deviceId=6, source=0x1002, displayId=0 }
1644515638386	PolyGesture	InputEvent	SelectionChanged 354 354

1644515638388	PolyGesture	InputEvent	SelectionChanged 287 354

1644515638399	PolyGesture	InputEvent	BeginBatchEdit

1644515638402	PolyGesture	InputEvent	BeginBatchEdit

1644515638403	PolyGesture	InputEvent	BeginBatchEdit

1644515638404	PolyGesture	InputEvent	BeginBatchEdit

1644515638607	PolyGesture	InputEvent	BeginBatchEdit

1644515638609	PolyGesture	InputEvent	BeginBatchEdit

1644515638628	PolyGesture	InputEvent	BeginBatchEdit

1644515639173	PolyGesture	InputEvent	TouchEvent (cursorPosition=287): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=605.0, y[0]=304.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89833295, downTime=89833295, deviceId=6, source=0x1002, displayId=0 }
1644515639217	PolyGesture	InputEvent	TouchEvent (cursorPosition=287): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=605.0, y[0]=304.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89833349, downTime=89833295, deviceId=6, source=0x1002, displayId=0 }
1644515639229	PolyGesture	InputEvent	SelectionChanged 299 299

1644515639230	PolyGesture	InputEvent	SelectionChanged 287 299

1644515639244	PolyGesture	InputEvent	BeginBatchEdit

1644515639247	PolyGesture	InputEvent	BeginBatchEdit

1644515639247	PolyGesture	InputEvent	BeginBatchEdit

1644515639249	PolyGesture	InputEvent	BeginBatchEdit

1644515639453	PolyGesture	InputEvent	BeginBatchEdit

1644515640001	PolyGesture	InputEvent	SelectionChanged 287 300

1644515640023	PolyGesture	InputEvent	BeginBatchEdit

1644515640028	PolyGesture	InputEvent	BeginBatchEdit

1644515640234	PolyGesture	InputEvent	BeginBatchEdit

1644515640721	PolyGesture	InputEvent	BeginBatchEdit

1644515640722	PolyGesture	InputEvent	SelectionChanged 300 300

1644515640730	PolyGesture	InputEvent	SelectionChanged 0 0

1644515640732	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 0 529 529

1644515640738	PolyGesture	InputEvent	SelectionChanged 287 287

1644515640739	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 287 13 0

1644515640745	PolyGesture	InputEvent	SelectionChanged 287 287

1644515640758	PolyGesture	InputEvent	BeginBatchEdit

1644515640763	PolyGesture	InputEvent	BeginBatchEdit

1644515640764	PolyGesture	InputEvent	BeginBatchEdit

1644515640771	PolyGesture	InputEvent	BeginBatchEdit

1644515640774	PolyGesture	InputEvent	BeginBatchEdit

1644515640777	PolyGesture	InputEvent	BeginBatchEdit

1644515640778	PolyGesture	InputEvent	BeginBatchEdit

1644515640980	PolyGesture	InputEvent	BeginBatchEdit

1644515641476	PolyGesture	InputEvent	TouchEvent (cursorPosition=287): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=210.0, y[0]=431.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89835600, downTime=89835600, deviceId=6, source=0x1002, displayId=0 }
1644515641527	PolyGesture	InputEvent	TouchEvent (cursorPosition=287): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=210.0, y[0]=431.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89835659, downTime=89835600, deviceId=6, source=0x1002, displayId=0 }
1644515641539	PolyGesture	InputEvent	SelectionChanged 422 422

1644515641571	PolyGesture	InputEvent	BeginBatchEdit

1644515641604	PolyGesture	InputEvent	BeginBatchEdit

1644515641806	PolyGesture	InputEvent	BeginBatchEdit

1644515641817	PolyGesture	InputEvent	BeginBatchEdit

1644515641844	PolyGesture	InputEvent	BeginBatchEdit

1644515642270	PolyGesture	InputEvent	SelectionChanged 421 421

1644515642287	PolyGesture	InputEvent	BeginBatchEdit

1644515642297	PolyGesture	InputEvent	BeginBatchEdit

1644515642501	PolyGesture	InputEvent	BeginBatchEdit

1644515642502	PolyGesture	InputEvent	BeginBatchEdit

1644515643151	PolyGesture	InputEvent	TouchEvent (cursorPosition=421): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=461.0, y[0]=439.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89837274, downTime=89837274, deviceId=6, source=0x1002, displayId=0 }
1644515643195	PolyGesture	InputEvent	TouchEvent (cursorPosition=421): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=461.0, y[0]=439.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89837327, downTime=89837274, deviceId=6, source=0x1002, displayId=0 }
1644515643216	PolyGesture	InputEvent	SelectionChanged 433 433

1644515643220	PolyGesture	InputEvent	SelectionChanged 421 433

1644515643232	PolyGesture	InputEvent	BeginBatchEdit

1644515643235	PolyGesture	InputEvent	BeginBatchEdit

1644515643235	PolyGesture	InputEvent	BeginBatchEdit

1644515643237	PolyGesture	InputEvent	BeginBatchEdit

1644515643437	PolyGesture	InputEvent	BeginBatchEdit

1644515643440	PolyGesture	InputEvent	BeginBatchEdit

1644515643459	PolyGesture	InputEvent	BeginBatchEdit

1644515643838	PolyGesture	InputEvent	SelectionChanged 421 434

1644515643855	PolyGesture	InputEvent	BeginBatchEdit

1644515643859	PolyGesture	InputEvent	BeginBatchEdit

1644515644063	PolyGesture	InputEvent	BeginBatchEdit

1644515644591	PolyGesture	InputEvent	BeginBatchEdit

1644515644592	PolyGesture	InputEvent	SelectionChanged 434 434

1644515644598	PolyGesture	InputEvent	SelectionChanged 0 0

1644515644602	PolyGesture	TaskCompleted	Cancella frase in 12"780 seconds (at 89838734, effective time: 11"578)

***************************************


1644515644612	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the  charm of the little village where he had been so often lately was that no one knew who he was.' 0 516 516

1644515644618	PolyGesture	InputEvent	SelectionChanged 421 421

1644515644618	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the  charm of the little village where he had been so often lately was that no one knew who he was.' 421 13 0

1644515644624	PolyGesture	InputEvent	SelectionChanged 421 421

1644515644638	PolyGesture	InputEvent	BeginBatchEdit

1644515644673	PolyGesture	InputEvent	BeginBatchEdit

1644515644674	PolyGesture	InputEvent	BeginBatchEdit

1644515644681	PolyGesture	InputEvent	BeginBatchEdit

1644515644684	PolyGesture	InputEvent	BeginBatchEdit

1644515644686	PolyGesture	InputEvent	BeginBatchEdit

1644515644689	PolyGesture	InputEvent	BeginBatchEdit

1644515644888	PolyGesture	InputEvent	BeginBatchEdit

1644515645411	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=89839539, downTime=89839539, deviceId=-1, source=0x101, displayId=0 }

1644515645414	PolyGesture	InputEvent	BeginBatchEdit

1644515645456	PolyGesture	InputEvent	WindowFocusChanged false

1644515645493	PolyGesture	InputEvent	BeginBatchEdit

1644515645493	PolyGesture	InputEvent	BeginBatchEdit

1644515646530	PolyGesture	InputEvent	SelectionChanged 0 0

1644515646531	PolyGesture	InputEvent	TextChanged '' 0 0 0

1644515646602	PolyGesture	InputEvent	SelectionChanged 0 0

1644515646603	PolyGesture	InputEvent	SelectionChanged 0 0

1644515646603	PolyGesture	TaskStarted	Sposta parola (taglia - incolla)

1644515646604	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1644515646607	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 0 513

1644515646610	PolyGesture	InputEvent	SelectionChanged 513 513

1644515646629	PolyGesture	InputEvent	FocusChanged true 130 null

1644515646658	PolyGesture	InputEvent	WindowFocusChanged true

1644515647737	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=466.0, y[0]=102.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89841860, downTime=89841860, deviceId=6, source=0x1002, displayId=0 }
1644515647798	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=466.0, y[0]=102.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89841929, downTime=89841860, deviceId=6, source=0x1002, displayId=0 }
1644515647809	PolyGesture	InputEvent	SelectionChanged 138 138

1644515647839	PolyGesture	InputEvent	BeginBatchEdit

1644515647850	PolyGesture	InputEvent	BeginBatchEdit

1644515647862	PolyGesture	InputEvent	BeginBatchEdit

1644515647872	PolyGesture	InputEvent	BeginBatchEdit

1644515648081	PolyGesture	InputEvent	BeginBatchEdit

1644515648082	PolyGesture	InputEvent	BeginBatchEdit

1644515648107	PolyGesture	InputEvent	BeginBatchEdit

1644515648710	PolyGesture	InputEvent	SelectionChanged 83 83

1644515648725	PolyGesture	InputEvent	BeginBatchEdit

1644515648739	PolyGesture	InputEvent	BeginBatchEdit

1644515648942	PolyGesture	InputEvent	BeginBatchEdit

1644515648943	PolyGesture	InputEvent	BeginBatchEdit

1644515648962	PolyGesture	InputEvent	BeginBatchEdit

1644515651046	PolyGesture	InputEvent	TouchEvent (cursorPosition=83): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=514.0, y[0]=86.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89845169, downTime=89845169, deviceId=6, source=0x1002, displayId=0 }
1644515651090	PolyGesture	InputEvent	TouchEvent (cursorPosition=83): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=514.0, y[0]=86.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89845221, downTime=89845169, deviceId=6, source=0x1002, displayId=0 }
1644515651112	PolyGesture	InputEvent	SelectionChanged 86 86

1644515651114	PolyGesture	InputEvent	SelectionChanged 83 86

1644515651132	PolyGesture	InputEvent	BeginBatchEdit

1644515651136	PolyGesture	InputEvent	BeginBatchEdit

1644515651136	PolyGesture	InputEvent	BeginBatchEdit

1644515651138	PolyGesture	InputEvent	BeginBatchEdit

1644515651339	PolyGesture	InputEvent	BeginBatchEdit

1644515651341	PolyGesture	InputEvent	BeginBatchEdit

1644515651367	PolyGesture	InputEvent	BeginBatchEdit

1644515652000	PolyGesture	InputEvent	SelectionChanged 83 87

1644515652024	PolyGesture	InputEvent	BeginBatchEdit

1644515652026	PolyGesture	InputEvent	BeginBatchEdit

1644515652229	PolyGesture	InputEvent	BeginBatchEdit

1644515652828	PolyGesture	InputEvent	BeginBatchEdit

1644515652831	PolyGesture	InputEvent	SelectionChanged 0 0

1644515652836	PolyGesture	InputEvent	BeginBatchEdit

1644515652838	PolyGesture	InputEvent	SelectionChanged 0 0

