1644515118499	PolyGesture	ExperimentStarted	Asia

1644515149620	PolyGesture	InputEvent	BeginBatchEdit

1644515149973	PolyGesture	InputEvent	TouchEvent (cursorPosition=127): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=470.0, y[0]=484.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89344097, downTime=89344097, deviceId=6, source=0x1002, displayId=0 }
1644515150034	PolyGesture	InputEvent	TouchEvent (cursorPosition=127): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=470.0, y[0]=484.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89344166, downTime=89344097, deviceId=6, source=0x1002, displayId=0 }
1644515150047	PolyGesture	InputEvent	SelectionChanged 290 290

1644515150069	PolyGesture	InputEvent	BeginBatchEdit

1644515150103	PolyGesture	InputEvent	BeginBatchEdit

1644515150127	PolyGesture	InputEvent	TouchEvent (cursorPosition=290): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=486.0, y[0]=486.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89344256, downTime=89344256, deviceId=6, source=0x1002, displayId=0 }
1644515150146	PolyGesture	InputEvent	SelectionChanged 287 291

1644515150159	PolyGesture	InputEvent	BeginBatchEdit

1644515150161	PolyGesture	InputEvent	BeginBatchEdit

1644515150187	PolyGesture	InputEvent	TouchEvent (cursorPosition=287): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=486.0, y[0]=486.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89344319, downTime=89344256, deviceId=6, source=0x1002, displayId=0 }
1644515150390	PolyGesture	InputEvent	BeginBatchEdit

1644515150618	PolyGesture	InputEvent	SelectionChanged 287 300

1644515150640	PolyGesture	InputEvent	BeginBatchEdit

1644515150750	PolyGesture	InputEvent	BeginBatchEdit

1644515150939	PolyGesture	InputEvent	BeginBatchEdit

1644515151533	PolyGesture	InputEvent	KeyDown 67 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DEL, scanCode=0, metaState=0, flags=0x6, repeatCount=0, eventTime=89345663, downTime=89345663, deviceId=-1, source=0x101, displayId=-1 }

1644515151534	PolyGesture	InputEvent	BeginBatchEdit

1644515151560	PolyGesture	InputEvent	SelectionChanged 0 0

1644515151562	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 0 529 529

1644515151567	PolyGesture	InputEvent	SelectionChanged 287 287

1644515151568	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 287 13 0

1644515151572	PolyGesture	InputEvent	SelectionChanged 287 287

1644515151580	PolyGesture	InputEvent	BeginBatchEdit

1644515151584	PolyGesture	InputEvent	BeginBatchEdit

1644515151586	PolyGesture	InputEvent	BeginBatchEdit

1644515152143	PolyGesture	InputEvent	TouchEvent (cursorPosition=287): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=293.0, y[0]=683.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89346265, downTime=89346265, deviceId=6, source=0x1002, displayId=0 }
1644515152217	PolyGesture	InputEvent	TouchEvent (cursorPosition=287): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=293.0, y[0]=683.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89346349, downTime=89346265, deviceId=6, source=0x1002, displayId=0 }
1644515152229	PolyGesture	InputEvent	SelectionChanged 423 423

1644515152253	PolyGesture	InputEvent	BeginBatchEdit

1644515152282	PolyGesture	InputEvent	BeginBatchEdit

1644515152321	PolyGesture	InputEvent	TouchEvent (cursorPosition=423): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=308.0, y[0]=674.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89346446, downTime=89346446, deviceId=6, source=0x1002, displayId=0 }
1644515152338	PolyGesture	InputEvent	SelectionChanged 421 424

1644515152354	PolyGesture	InputEvent	BeginBatchEdit

1644515152356	PolyGesture	InputEvent	BeginBatchEdit

1644515152391	PolyGesture	InputEvent	TouchEvent (cursorPosition=421): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=308.0, y[0]=674.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89346523, downTime=89346446, deviceId=6, source=0x1002, displayId=0 }
1644515152475	PolyGesture	InputEvent	TouchEvent (cursorPosition=421): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=294.0, y[0]=697.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89346601, downTime=89346601, deviceId=6, source=0x1002, displayId=0 }
1644515152532	PolyGesture	InputEvent	TouchEvent (cursorPosition=421): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=294.0, y[0]=697.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89346649, downTime=89346601, deviceId=6, source=0x1002, displayId=0 }
1644515152573	PolyGesture	InputEvent	SelectionChanged 423 423

1644515152592	PolyGesture	InputEvent	BeginBatchEdit

1644515152604	PolyGesture	InputEvent	BeginBatchEdit

1644515152614	PolyGesture	InputEvent	BeginBatchEdit

1644515152820	PolyGesture	InputEvent	BeginBatchEdit

1644515152822	PolyGesture	InputEvent	BeginBatchEdit

1644515152845	PolyGesture	InputEvent	BeginBatchEdit

1644515153408	PolyGesture	InputEvent	TouchEvent (cursorPosition=423): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=297.0, y[0]=708.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89347534, downTime=89347534, deviceId=6, source=0x1002, displayId=0 }
1644515153441	PolyGesture	InputEvent	TouchEvent (cursorPosition=423): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=297.0, y[0]=708.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89347569, downTime=89347534, deviceId=6, source=0x1002, displayId=0 }
1644515153957	PolyGesture	InputEvent	TouchEvent (cursorPosition=423): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=287.0, y[0]=676.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89348066, downTime=89348066, deviceId=6, source=0x1002, displayId=0 }
1644515154017	PolyGesture	InputEvent	TouchEvent (cursorPosition=423): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=287.0, y[0]=676.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89348149, downTime=89348066, deviceId=6, source=0x1002, displayId=0 }
1644515154115	PolyGesture	InputEvent	TouchEvent (cursorPosition=423): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=277.0, y[0]=689.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89348246, downTime=89348246, deviceId=6, source=0x1002, displayId=0 }
1644515154126	PolyGesture	InputEvent	SelectionChanged 421 424

1644515154141	PolyGesture	InputEvent	BeginBatchEdit

1644515154143	PolyGesture	InputEvent	BeginBatchEdit

1644515154183	PolyGesture	InputEvent	TouchEvent (cursorPosition=421): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=277.0, y[0]=689.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x100000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89348314, downTime=89348246, deviceId=6, source=0x1002, displayId=0 }
1644515154369	PolyGesture	InputEvent	BeginBatchEdit

1644515154369	PolyGesture	InputEvent	BeginBatchEdit

1644515154392	PolyGesture	InputEvent	BeginBatchEdit

1644515154815	PolyGesture	InputEvent	SelectionChanged 421 425

1644515154847	PolyGesture	InputEvent	BeginBatchEdit

1644515154849	PolyGesture	InputEvent	SelectionChanged 421 427

1644515154866	PolyGesture	InputEvent	SelectionChanged 421 428

1644515154879	PolyGesture	InputEvent	SelectionChanged 421 429

1644515154896	PolyGesture	InputEvent	SelectionChanged 421 430

1644515154908	PolyGesture	InputEvent	BeginBatchEdit

1644515154909	PolyGesture	InputEvent	SelectionChanged 421 431

1644515154922	PolyGesture	InputEvent	BeginBatchEdit

1644515154926	PolyGesture	InputEvent	SelectionChanged 421 432

1644515154940	PolyGesture	InputEvent	BeginBatchEdit

1644515154941	PolyGesture	InputEvent	BeginBatchEdit

1644515154952	PolyGesture	InputEvent	BeginBatchEdit

1644515154953	PolyGesture	InputEvent	BeginBatchEdit

1644515154956	PolyGesture	InputEvent	BeginBatchEdit

1644515155151	PolyGesture	InputEvent	SelectionChanged 421 433

1644515155168	PolyGesture	InputEvent	BeginBatchEdit

1644515155184	PolyGesture	InputEvent	BeginBatchEdit

1644515155385	PolyGesture	InputEvent	BeginBatchEdit

1644515156229	PolyGesture	InputEvent	SelectionChanged 421 434

1644515156243	PolyGesture	InputEvent	BeginBatchEdit

1644515156254	PolyGesture	InputEvent	BeginBatchEdit

1644515156455	PolyGesture	InputEvent	BeginBatchEdit

1644515157292	PolyGesture	InputEvent	BeginBatchEdit

1644515157323	PolyGesture	InputEvent	SelectionChanged 434 434

1644515157329	PolyGesture	InputEvent	SelectionChanged 0 0

1644515157331	PolyGesture	TaskCompleted	Cancella frase in 14"510 seconds (at 89351463, effective time: 13"329)

***************************************


1644515157343	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the  charm of the little village where he had been so often lately was that no one knew who he was.' 0 516 516

1644515157348	PolyGesture	InputEvent	SelectionChanged 421 421

1644515157348	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the  charm of the little village where he had been so often lately was that no one knew who he was.' 421 13 0

1644515157353	PolyGesture	InputEvent	SelectionChanged 421 421

1644515157362	PolyGesture	InputEvent	BeginBatchEdit

1644515157398	PolyGesture	InputEvent	BeginBatchEdit

1644515157398	PolyGesture	InputEvent	BeginBatchEdit

1644515157399	PolyGesture	InputEvent	BeginBatchEdit

1644515157406	PolyGesture	InputEvent	BeginBatchEdit

1644515157411	PolyGesture	InputEvent	BeginBatchEdit

1644515157413	PolyGesture	InputEvent	BeginBatchEdit

1644515157614	PolyGesture	InputEvent	BeginBatchEdit

1644515158536	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=89352664, downTime=89352664, deviceId=-1, source=0x101, displayId=0 }

1644515158540	PolyGesture	InputEvent	BeginBatchEdit

1644515158587	PolyGesture	InputEvent	WindowFocusChanged false

1644515158632	PolyGesture	InputEvent	BeginBatchEdit

1644515158632	PolyGesture	InputEvent	BeginBatchEdit

1644515159786	PolyGesture	InputEvent	SelectionChanged 0 0

1644515159786	PolyGesture	InputEvent	TextChanged '' 0 0 0

1644515159791	PolyGesture	InputEvent	SelectionChanged 0 0

1644515159792	PolyGesture	InputEvent	SelectionChanged 0 0

1644515159793	PolyGesture	TaskStarted	Sposta parola (taglia - incolla)

1644515159794	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1644515159797	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 0 513

1644515159800	PolyGesture	InputEvent	SelectionChanged 513 513

1644515159814	PolyGesture	InputEvent	FocusChanged true 130 null

1644515159839	PolyGesture	InputEvent	WindowFocusChanged true

1644515159848	PolyGesture	InputEvent	BeginBatchEdit

1644515159849	PolyGesture	InputEvent	BeginBatchEdit

1644515161207	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=779.0, y[0]=165.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89355320, downTime=89355320, deviceId=6, source=0x1002, displayId=0 }
1644515161250	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=779.0, y[0]=165.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89355382, downTime=89355320, deviceId=6, source=0x1002, displayId=0 }
1644515161256	PolyGesture	InputEvent	SelectionChanged 85 85

1644515161273	PolyGesture	InputEvent	BeginBatchEdit

1644515161307	PolyGesture	InputEvent	BeginBatchEdit

1644515161308	PolyGesture	InputEvent	BeginBatchEdit

1644515161309	PolyGesture	InputEvent	BeginBatchEdit

1644515161325	PolyGesture	InputEvent	BeginBatchEdit

1644515161329	PolyGesture	InputEvent	TouchEvent (cursorPosition=85): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=793.0, y[0]=156.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89355459, downTime=89355459, deviceId=6, source=0x1002, displayId=0 }
1644515161338	PolyGesture	InputEvent	SelectionChanged 84 87

1644515161350	PolyGesture	InputEvent	BeginBatchEdit

1644515161364	PolyGesture	InputEvent	BeginBatchEdit

1644515161396	PolyGesture	InputEvent	TouchEvent (cursorPosition=84): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=793.0, y[0]=156.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89355522, downTime=89355459, deviceId=6, source=0x1002, displayId=0 }
1644515161406	PolyGesture	InputEvent	BeginBatchEdit

1644515161409	PolyGesture	InputEvent	BeginBatchEdit

1644515161410	PolyGesture	InputEvent	BeginBatchEdit

1644515161410	PolyGesture	InputEvent	BeginBatchEdit

1644515161429	PolyGesture	InputEvent	BeginBatchEdit

1644515161430	PolyGesture	InputEvent	BeginBatchEdit

1644515161431	PolyGesture	InputEvent	BeginBatchEdit

1644515161647	PolyGesture	InputEvent	BeginBatchEdit

1644515161648	PolyGesture	InputEvent	BeginBatchEdit

1644515161665	PolyGesture	InputEvent	BeginBatchEdit

1644515162614	PolyGesture	InputEvent	SelectionChanged 83 87

1644515162638	PolyGesture	InputEvent	BeginBatchEdit

1644515162650	PolyGesture	InputEvent	BeginBatchEdit

1644515162851	PolyGesture	InputEvent	BeginBatchEdit

1644515164614	PolyGesture	InputEvent	BeginBatchEdit

1644515164624	PolyGesture	InputEvent	SelectionChanged 0 0

1644515164626	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 509 509

1644515164631	PolyGesture	InputEvent	SelectionChanged 83 83

1644515164632	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 83 4 0

1644515164636	PolyGesture	InputEvent	SelectionChanged 83 83

1644515164668	PolyGesture	InputEvent	BeginBatchEdit

1644515164670	PolyGesture	InputEvent	BeginBatchEdit

1644515164671	PolyGesture	InputEvent	BeginBatchEdit

1644515164691	PolyGesture	InputEvent	BeginBatchEdit

1644515164691	PolyGesture	InputEvent	BeginBatchEdit

1644515164692	PolyGesture	InputEvent	BeginBatchEdit

1644515164692	PolyGesture	InputEvent	BeginBatchEdit

1644515164693	PolyGesture	InputEvent	BeginBatchEdit

1644515164703	PolyGesture	InputEvent	BeginBatchEdit

1644515164703	PolyGesture	InputEvent	BeginBatchEdit

1644515164705	PolyGesture	InputEvent	BeginBatchEdit

1644515164712	PolyGesture	InputEvent	BeginBatchEdit

1644515164714	PolyGesture	InputEvent	BeginBatchEdit

1644515164715	PolyGesture	InputEvent	BeginBatchEdit

1644515164716	PolyGesture	InputEvent	BeginBatchEdit

1644515164725	PolyGesture	InputEvent	BeginBatchEdit

1644515164727	PolyGesture	InputEvent	BeginBatchEdit

1644515164728	PolyGesture	InputEvent	BeginBatchEdit

1644515164749	PolyGesture	InputEvent	BeginBatchEdit

1644515164749	PolyGesture	InputEvent	BeginBatchEdit

1644515164930	PolyGesture	InputEvent	BeginBatchEdit

1644515164932	PolyGesture	InputEvent	BeginBatchEdit

1644515165310	PolyGesture	InputEvent	TouchEvent (cursorPosition=83): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=647.0, y[0]=166.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89359433, downTime=89359433, deviceId=6, source=0x1002, displayId=0 }
1644515165357	PolyGesture	InputEvent	TouchEvent (cursorPosition=83): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=647.0, y[0]=166.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89359488, downTime=89359433, deviceId=6, source=0x1002, displayId=0 }
1644515165370	PolyGesture	InputEvent	SelectionChanged 78 78

1644515165392	PolyGesture	InputEvent	BeginBatchEdit

1644515165415	PolyGesture	InputEvent	BeginBatchEdit

1644515165618	PolyGesture	InputEvent	BeginBatchEdit

1644515165620	PolyGesture	InputEvent	BeginBatchEdit

1644515165644	PolyGesture	InputEvent	BeginBatchEdit

1644515168108	PolyGesture	InputEvent	BeginBatchEdit

1644515168111	PolyGesture	InputEvent	SelectionChanged 0 0

1644515168113	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1644515168117	PolyGesture	InputEvent	SelectionChanged 82 82

1644515168118	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 78 0 4

1644515168122	PolyGesture	InputEvent	SelectionChanged 82 82

1644515168138	PolyGesture	InputEvent	BeginBatchEdit

1644515168139	PolyGesture	InputEvent	BeginBatchEdit

1644515168142	PolyGesture	InputEvent	BeginBatchEdit

1644515168143	PolyGesture	InputEvent	BeginBatchEdit

1644515168144	PolyGesture	InputEvent	BeginBatchEdit

1644515168154	PolyGesture	InputEvent	BeginBatchEdit

1644515168155	PolyGesture	InputEvent	BeginBatchEdit

1644515168155	PolyGesture	InputEvent	BeginBatchEdit

1644515168167	PolyGesture	InputEvent	BeginBatchEdit

1644515168168	PolyGesture	InputEvent	BeginBatchEdit

1644515168169	PolyGesture	InputEvent	BeginBatchEdit

1644515168169	PolyGesture	InputEvent	BeginBatchEdit

1644515168172	PolyGesture	InputEvent	BeginBatchEdit

1644515168174	PolyGesture	InputEvent	BeginBatchEdit

1644515168174	PolyGesture	InputEvent	BeginBatchEdit

1644515168187	PolyGesture	InputEvent	BeginBatchEdit

1644515168189	PolyGesture	InputEvent	BeginBatchEdit

1644515168190	PolyGesture	InputEvent	BeginBatchEdit

1644515168198	PolyGesture	InputEvent	BeginBatchEdit

1644515168198	PolyGesture	InputEvent	BeginBatchEdit

1644515168392	PolyGesture	InputEvent	BeginBatchEdit

1644515168395	PolyGesture	InputEvent	BeginBatchEdit

1644515169764	PolyGesture	InputEvent	TouchEvent (cursorPosition=82): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=276.0, y[0]=382.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89363887, downTime=89363887, deviceId=6, source=0x1002, displayId=0 }
1644515169829	PolyGesture	InputEvent	TouchEvent (cursorPosition=82): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=276.0, y[0]=382.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89363961, downTime=89363887, deviceId=6, source=0x1002, displayId=0 }
1644515169842	PolyGesture	InputEvent	SelectionChanged 244 244

1644515169876	PolyGesture	InputEvent	BeginBatchEdit

1644515169903	PolyGesture	InputEvent	BeginBatchEdit

1644515170114	PolyGesture	InputEvent	BeginBatchEdit

1644515170115	PolyGesture	InputEvent	BeginBatchEdit

1644515170132	PolyGesture	InputEvent	BeginBatchEdit

1644515170642	PolyGesture	InputEvent	TouchEvent (cursorPosition=244): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=343.0, y[0]=393.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89364758, downTime=89364758, deviceId=6, source=0x1002, displayId=0 }
1644515170681	PolyGesture	InputEvent	TouchEvent (cursorPosition=244): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=343.0, y[0]=393.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89364812, downTime=89364758, deviceId=6, source=0x1002, displayId=0 }
1644515170706	PolyGesture	InputEvent	SelectionChanged 287 287

1644515170728	PolyGesture	InputEvent	BeginBatchEdit

1644515170746	PolyGesture	InputEvent	BeginBatchEdit

1644515170798	PolyGesture	InputEvent	TouchEvent (cursorPosition=287): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=343.0, y[0]=392.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89364918, downTime=89364918, deviceId=6, source=0x1002, displayId=0 }
1644515170817	PolyGesture	InputEvent	SelectionChanged 286 289

1644515170833	PolyGesture	InputEvent	BeginBatchEdit

1644515170836	PolyGesture	InputEvent	BeginBatchEdit

1644515170849	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=343.0, y[0]=392.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89364981, downTime=89364918, deviceId=6, source=0x1002, displayId=0 }
1644515171074	PolyGesture	InputEvent	BeginBatchEdit

1644515171075	PolyGesture	InputEvent	BeginBatchEdit

1644515171102	PolyGesture	InputEvent	BeginBatchEdit

1644515171549	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=319.0, y[0]=374.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89365672, downTime=89365672, deviceId=6, source=0x1002, displayId=0 }
1644515171595	PolyGesture	InputEvent	TouchEvent (cursorPosition=286): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=319.0, y[0]=374.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=89365727, downTime=89365672, deviceId=6, source=0x1002, displayId=0 }
1644515171636	PolyGesture	InputEvent	SelectionChanged 246 246

1644515171657	PolyGesture	InputEvent	BeginBatchEdit

