1644484706598	PolyGesture	ExperimentStarted	Grazia

1644484737721	PolyGesture	InputEvent	BeginBatchEdit

1644484738223	PolyGesture	InputEvent	TouchEvent (cursorPosition=127): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=761.0, y[0]=410.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60426412, downTime=60426412, deviceId=6, source=0x1002, displayId=0 }
1644484738248	PolyGesture	InputEvent	TouchEvent (cursorPosition=127): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=761.0, y[0]=410.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60426446, downTime=60426412, deviceId=6, source=0x1002, displayId=0 }
1644484738260	PolyGesture	InputEvent	SelectionChanged 301 301

1644484738289	PolyGesture	InputEvent	BeginBatchEdit

1644484738322	PolyGesture	InputEvent	BeginBatchEdit

1644484738514	PolyGesture	InputEvent	BeginBatchEdit

1644484738516	PolyGesture	InputEvent	BeginBatchEdit

1644484738539	PolyGesture	InputEvent	BeginBatchEdit

1644484738983	PolyGesture	InputEvent	SelectionChanged 300 300

1644484739009	PolyGesture	InputEvent	BeginBatchEdit

1644484739028	PolyGesture	InputEvent	BeginBatchEdit

1644484739228	PolyGesture	InputEvent	BeginBatchEdit

1644484739229	PolyGesture	InputEvent	BeginBatchEdit

1644484739253	PolyGesture	InputEvent	BeginBatchEdit

1644484739599	PolyGesture	InputEvent	TouchEvent (cursorPosition=300): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=380.0, y[0]=428.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60427788, downTime=60427788, deviceId=6, source=0x1002, displayId=0 }
1644484739630	PolyGesture	InputEvent	TouchEvent (cursorPosition=300): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=380.0, y[0]=428.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60427828, downTime=60427788, deviceId=6, source=0x1002, displayId=0 }
1644484739653	PolyGesture	InputEvent	SelectionChanged 286 286

1644484739657	PolyGesture	InputEvent	SelectionChanged 300 286

1644484739679	PolyGesture	InputEvent	BeginBatchEdit

1644484739681	PolyGesture	InputEvent	BeginBatchEdit

1644484739682	PolyGesture	InputEvent	BeginBatchEdit

1644484739684	PolyGesture	InputEvent	BeginBatchEdit

1644484739886	PolyGesture	InputEvent	BeginBatchEdit

1644484739893	PolyGesture	InputEvent	BeginBatchEdit

1644484739926	PolyGesture	InputEvent	BeginBatchEdit

1644484740529	PolyGesture	InputEvent	SelectionChanged 300 287

1644484740544	PolyGesture	InputEvent	BeginBatchEdit

1644484740546	PolyGesture	InputEvent	BeginBatchEdit

1644484740748	PolyGesture	InputEvent	BeginBatchEdit

1644484741463	PolyGesture	InputEvent	BeginBatchEdit

1644484741465	PolyGesture	InputEvent	SelectionChanged 300 300

1644484741476	PolyGesture	InputEvent	SelectionChanged 0 0

1644484741480	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 0 529 529

1644484741485	PolyGesture	InputEvent	SelectionChanged 287 287

1644484741486	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the XXX XXX XXXXX charm of the little village where he had been so often lately was that no one knew who he was.' 287 13 0

1644484741490	PolyGesture	InputEvent	SelectionChanged 287 287

1644484741503	PolyGesture	InputEvent	BeginBatchEdit

1644484741507	PolyGesture	InputEvent	BeginBatchEdit

1644484741508	PolyGesture	InputEvent	BeginBatchEdit

1644484741517	PolyGesture	InputEvent	BeginBatchEdit

1644484741520	PolyGesture	InputEvent	BeginBatchEdit

1644484741520	PolyGesture	InputEvent	BeginBatchEdit

1644484741521	PolyGesture	InputEvent	BeginBatchEdit

1644484741723	PolyGesture	InputEvent	BeginBatchEdit

1644484742711	PolyGesture	InputEvent	TouchEvent (cursorPosition=287): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=559.0, y[0]=609.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60430899, downTime=60430899, deviceId=6, source=0x1002, displayId=0 }
1644484742749	PolyGesture	InputEvent	TouchEvent (cursorPosition=287): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=559.0, y[0]=609.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60430947, downTime=60430899, deviceId=6, source=0x1002, displayId=0 }
1644484742761	PolyGesture	InputEvent	SelectionChanged 434 434

1644484742787	PolyGesture	InputEvent	BeginBatchEdit

1644484742809	PolyGesture	InputEvent	BeginBatchEdit

1644484743014	PolyGesture	InputEvent	BeginBatchEdit

1644484743016	PolyGesture	InputEvent	BeginBatchEdit

1644484743040	PolyGesture	InputEvent	BeginBatchEdit

1644484743681	PolyGesture	InputEvent	TouchEvent (cursorPosition=434): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=232.0, y[0]=639.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60431870, downTime=60431870, deviceId=6, source=0x1002, displayId=0 }
1644484743713	PolyGesture	InputEvent	TouchEvent (cursorPosition=434): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=232.0, y[0]=639.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60431911, downTime=60431870, deviceId=6, source=0x1002, displayId=0 }
1644484743733	PolyGesture	InputEvent	SelectionChanged 421 421

1644484743738	PolyGesture	InputEvent	SelectionChanged 434 421

1644484743749	PolyGesture	InputEvent	BeginBatchEdit

1644484743751	PolyGesture	InputEvent	BeginBatchEdit

1644484743752	PolyGesture	InputEvent	BeginBatchEdit

1644484743754	PolyGesture	InputEvent	BeginBatchEdit

1644484743955	PolyGesture	InputEvent	BeginBatchEdit

1644484743958	PolyGesture	InputEvent	BeginBatchEdit

1644484743981	PolyGesture	InputEvent	BeginBatchEdit

1644484744747	PolyGesture	InputEvent	BeginBatchEdit

1644484744749	PolyGesture	InputEvent	SelectionChanged 434 434

1644484744762	PolyGesture	InputEvent	SelectionChanged 0 0

1644484744765	PolyGesture	TaskCompleted	Cancella frase in 11"059 seconds (at 60432964, effective time: 10"237)

***************************************


1644484744773	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the  charm of the little village where he had been so often lately was that no one knew who he was.' 0 516 516

1644484744779	PolyGesture	InputEvent	SelectionChanged 421 421

1644484744780	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the  charm of the little village where he had been so often lately was that no one knew who he was.' 421 13 0

1644484744785	PolyGesture	InputEvent	SelectionChanged 421 421

1644484744799	PolyGesture	InputEvent	BeginBatchEdit

1644484744832	PolyGesture	InputEvent	BeginBatchEdit

1644484744832	PolyGesture	InputEvent	BeginBatchEdit

1644484744836	PolyGesture	InputEvent	BeginBatchEdit

1644484744839	PolyGesture	InputEvent	BeginBatchEdit

1644484744839	PolyGesture	InputEvent	BeginBatchEdit

1644484744841	PolyGesture	InputEvent	BeginBatchEdit

1644484745042	PolyGesture	InputEvent	BeginBatchEdit

1644484745817	PolyGesture	InputEvent	TouchEvent (cursorPosition=421): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=0.0, y[0]=592.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60433999, downTime=60433999, deviceId=6, source=0x1002, displayId=0 }
1644484745822	PolyGesture	InputEvent	TouchEvent (cursorPosition=421): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=22.617878, y[0]=593.4479, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=60434016, downTime=60433999, deviceId=6, source=0x1002, displayId=0 }
1644484745827	PolyGesture	InputEvent	SelectionChanged 407 407

1644484745851	PolyGesture	InputEvent	BeginBatchEdit

1644484745852	PolyGesture	InputEvent	TouchEvent (cursorPosition=407): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=115.62908, y[0]=609.4238, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=3, eventTime=60434036, downTime=60433999, deviceId=6, source=0x1002, displayId=0 }
1644484745855	PolyGesture	InputEvent	SelectionChanged 409 409

1644484745898	PolyGesture	InputEvent	TouchEvent (cursorPosition=409): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=379.3636, y[0]=704.24, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=8, eventTime=60434092, downTime=60433999, deviceId=6, source=0x1002, displayId=0 }
1644484745904	PolyGesture	InputEvent	SelectionChanged 411 411

1644484745919	PolyGesture	InputEvent	TouchEvent (cursorPosition=411): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=409.5, y[0]=717.5, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=60434100, downTime=60433999, deviceId=6, source=0x1002, displayId=0 }
1644484745924	PolyGesture	InputEvent	SelectionChanged 429 429

1644484745930	PolyGesture	InputEvent	TouchEvent (cursorPosition=429): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=397.0, y[0]=712.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60434117, downTime=60433999, deviceId=6, source=0x1002, displayId=0 }
1644484745943	PolyGesture	InputEvent	BeginBatchEdit

1644484745945	PolyGesture	InputEvent	BeginBatchEdit

1644484745947	PolyGesture	InputEvent	BeginBatchEdit

1644484746149	PolyGesture	InputEvent	BeginBatchEdit

1644484746152	PolyGesture	InputEvent	BeginBatchEdit

1644484746178	PolyGesture	InputEvent	BeginBatchEdit

1644484749716	PolyGesture	InputEvent	TouchEvent (cursorPosition=429): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=0.0, y[0]=517.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60437912, downTime=60437912, deviceId=6, source=0x1002, displayId=0 }
1644484749727	PolyGesture	InputEvent	TouchEvent (cursorPosition=429): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=8.297759, y[0]=518.03723, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=60437926, downTime=60437912, deviceId=6, source=0x1002, displayId=0 }
1644484749741	PolyGesture	InputEvent	TouchEvent (cursorPosition=429): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=36.191826, y[0]=525.85266, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=60437934, downTime=60437912, deviceId=6, source=0x1002, displayId=0 }
1644484749747	PolyGesture	InputEvent	SelectionChanged 363 363

1644484749773	PolyGesture	InputEvent	BeginBatchEdit

1644484749774	PolyGesture	InputEvent	TouchEvent (cursorPosition=363): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=174.87146, y[0]=573.09784, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=3, eventTime=60437957, downTime=60437912, deviceId=6, source=0x1002, displayId=0 }
1644484749777	PolyGesture	InputEvent	SelectionChanged 368 368

1644484749828	PolyGesture	InputEvent	TouchEvent (cursorPosition=368): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=399.10284, y[0]=698.87317, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=8, eventTime=60438012, downTime=60437912, deviceId=6, source=0x1002, displayId=0 }
1644484749832	PolyGesture	InputEvent	SelectionChanged 429 429

1644484749849	PolyGesture	InputEvent	TouchEvent (cursorPosition=429): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=441.0, y[0]=724.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=60438029, downTime=60437912, deviceId=6, source=0x1002, displayId=0 }
1644484749852	PolyGesture	InputEvent	SelectionChanged 432 432

1644484749853	PolyGesture	InputEvent	TouchEvent (cursorPosition=432): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=441.0, y[0]=724.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60438046, downTime=60437912, deviceId=6, source=0x1002, displayId=0 }
1644484749865	PolyGesture	InputEvent	BeginBatchEdit

1644484749866	PolyGesture	InputEvent	BeginBatchEdit

1644484749868	PolyGesture	InputEvent	BeginBatchEdit

1644484750070	PolyGesture	InputEvent	BeginBatchEdit

1644484750073	PolyGesture	InputEvent	BeginBatchEdit

1644484750116	PolyGesture	InputEvent	BeginBatchEdit

1644484750260	PolyGesture	InputEvent	TouchEvent (cursorPosition=432): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=0.0, y[0]=524.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60438456, downTime=60438456, deviceId=6, source=0x1002, displayId=0 }
1644484750271	PolyGesture	InputEvent	TouchEvent (cursorPosition=432): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=9.0, y[0]=525.5, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=60438465, downTime=60438456, deviceId=6, source=0x1002, displayId=0 }
1644484750286	PolyGesture	InputEvent	TouchEvent (cursorPosition=432): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=44.861908, y[0]=535.77423, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=60438480, downTime=60438456, deviceId=6, source=0x1002, displayId=0 }
1644484750291	PolyGesture	InputEvent	SelectionChanged 363 363

1644484750319	PolyGesture	InputEvent	BeginBatchEdit

1644484750320	PolyGesture	InputEvent	TouchEvent (cursorPosition=363): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=202.25154, y[0]=597.1677, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=5, eventTime=60438513, downTime=60438456, deviceId=6, source=0x1002, displayId=0 }
1644484750324	PolyGesture	InputEvent	SelectionChanged 370 370

1644484750374	PolyGesture	InputEvent	TouchEvent (cursorPosition=370): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=334.48096, y[0]=663.2994, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=6, eventTime=60438558, downTime=60438456, deviceId=6, source=0x1002, displayId=0 }
1644484750377	PolyGesture	InputEvent	SelectionChanged 411 411

1644484750387	PolyGesture	InputEvent	TouchEvent (cursorPosition=411): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=367.0, y[0]=667.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=60438567, downTime=60438456, deviceId=6, source=0x1002, displayId=0 }
1644484750390	PolyGesture	InputEvent	TouchEvent (cursorPosition=411): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=367.0, y[0]=667.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60438581, downTime=60438456, deviceId=6, source=0x1002, displayId=0 }
1644484750395	PolyGesture	InputEvent	BeginBatchEdit

1644484750395	PolyGesture	InputEvent	BeginBatchEdit

1644484750399	PolyGesture	InputEvent	BeginBatchEdit

1644484750601	PolyGesture	InputEvent	BeginBatchEdit

1644484750604	PolyGesture	InputEvent	BeginBatchEdit

1644484750631	PolyGesture	InputEvent	BeginBatchEdit

1644484751927	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=60440122, downTime=60440122, deviceId=-1, source=0x101, displayId=0 }

1644484751931	PolyGesture	InputEvent	BeginBatchEdit

1644484751977	PolyGesture	InputEvent	WindowFocusChanged false

1644484752014	PolyGesture	InputEvent	BeginBatchEdit

1644484752014	PolyGesture	InputEvent	BeginBatchEdit

1644484752907	PolyGesture	InputEvent	SelectionChanged 0 0

1644484752907	PolyGesture	InputEvent	TextChanged '' 0 0 0

1644484752994	PolyGesture	InputEvent	SelectionChanged 0 0

1644484752995	PolyGesture	InputEvent	SelectionChanged 0 0

1644484752995	PolyGesture	TaskStarted	Sposta parola (taglia - incolla)

1644484752996	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1644484752999	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 0 513

1644484753002	PolyGesture	InputEvent	SelectionChanged 513 513

1644484753025	PolyGesture	InputEvent	FocusChanged true 130 null

1644484753049	PolyGesture	InputEvent	WindowFocusChanged true

1644484754365	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=797.0, y[0]=60.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60442553, downTime=60442553, deviceId=6, source=0x1002, displayId=0 }
1644484754390	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=797.0, y[0]=60.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60442588, downTime=60442553, deviceId=6, source=0x1002, displayId=0 }
1644484754402	PolyGesture	InputEvent	SelectionChanged 38 38

1644484754436	PolyGesture	InputEvent	BeginBatchEdit

1644484754437	PolyGesture	InputEvent	BeginBatchEdit

1644484754449	PolyGesture	InputEvent	BeginBatchEdit

1644484754457	PolyGesture	InputEvent	BeginBatchEdit

1644484754663	PolyGesture	InputEvent	BeginBatchEdit

1644484754675	PolyGesture	InputEvent	BeginBatchEdit

1644484754697	PolyGesture	InputEvent	BeginBatchEdit

1644484755193	PolyGesture	InputEvent	SelectionChanged 86 86

1644484755219	PolyGesture	InputEvent	BeginBatchEdit

1644484755233	PolyGesture	InputEvent	BeginBatchEdit

1644484755435	PolyGesture	InputEvent	BeginBatchEdit

1644484755437	PolyGesture	InputEvent	BeginBatchEdit

1644484755461	PolyGesture	InputEvent	BeginBatchEdit

1644484755918	PolyGesture	InputEvent	SelectionChanged 87 87

1644484755939	PolyGesture	InputEvent	BeginBatchEdit

1644484755947	PolyGesture	InputEvent	BeginBatchEdit

1644484756150	PolyGesture	InputEvent	BeginBatchEdit

1644484756151	PolyGesture	InputEvent	BeginBatchEdit

1644484756614	PolyGesture	InputEvent	SelectionChanged 87 86

1644484756632	PolyGesture	InputEvent	BeginBatchEdit

1644484756635	PolyGesture	InputEvent	BeginBatchEdit

1644484756804	PolyGesture	InputEvent	SelectionChanged 87 85

1644484756832	PolyGesture	InputEvent	BeginBatchEdit

1644484756835	PolyGesture	InputEvent	BeginBatchEdit

1644484757021	PolyGesture	InputEvent	SelectionChanged 87 84

1644484757040	PolyGesture	InputEvent	BeginBatchEdit

1644484757043	PolyGesture	InputEvent	BeginBatchEdit

1644484757247	PolyGesture	InputEvent	BeginBatchEdit

1644484757248	PolyGesture	InputEvent	BeginBatchEdit

1644484757279	PolyGesture	InputEvent	BeginBatchEdit

1644484757377	PolyGesture	InputEvent	SelectionChanged 87 83

1644484757397	PolyGesture	InputEvent	BeginBatchEdit

1644484757400	PolyGesture	InputEvent	BeginBatchEdit

1644484757602	PolyGesture	InputEvent	BeginBatchEdit

1644484758028	PolyGesture	InputEvent	BeginBatchEdit

1644484758033	PolyGesture	InputEvent	SelectionChanged 0 0

1644484758036	PolyGesture	InputEvent	BeginBatchEdit

1644484758039	PolyGesture	InputEvent	SelectionChanged 0 0

1644484758041	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 509 509

1644484758045	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 509

1644484758049	PolyGesture	InputEvent	SelectionChanged 83 83

1644484758087	PolyGesture	InputEvent	BeginBatchEdit

1644484758089	PolyGesture	InputEvent	BeginBatchEdit

1644484758092	PolyGesture	InputEvent	BeginBatchEdit

1644484758106	PolyGesture	InputEvent	BeginBatchEdit

1644484758107	PolyGesture	InputEvent	BeginBatchEdit

1644484758108	PolyGesture	InputEvent	BeginBatchEdit

1644484758108	PolyGesture	InputEvent	BeginBatchEdit

1644484758109	PolyGesture	InputEvent	BeginBatchEdit

1644484758129	PolyGesture	InputEvent	BeginBatchEdit

1644484758130	PolyGesture	InputEvent	BeginBatchEdit

1644484758133	PolyGesture	InputEvent	BeginBatchEdit

1644484758133	PolyGesture	InputEvent	BeginBatchEdit

1644484758134	PolyGesture	InputEvent	BeginBatchEdit

1644484758135	PolyGesture	InputEvent	BeginBatchEdit

1644484758149	PolyGesture	InputEvent	BeginBatchEdit

1644484758150	PolyGesture	InputEvent	BeginBatchEdit

1644484758179	PolyGesture	InputEvent	BeginBatchEdit

1644484758180	PolyGesture	InputEvent	BeginBatchEdit

1644484758182	PolyGesture	InputEvent	BeginBatchEdit

1644484758183	PolyGesture	InputEvent	BeginBatchEdit

1644484758185	PolyGesture	InputEvent	BeginBatchEdit

1644484758386	PolyGesture	InputEvent	BeginBatchEdit

1644484758388	PolyGesture	InputEvent	BeginBatchEdit

1644484758579	PolyGesture	InputEvent	TouchEvent (cursorPosition=83): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=649.0, y[0]=99.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60446768, downTime=60446768, deviceId=6, source=0x1002, displayId=0 }
1644484758611	PolyGesture	InputEvent	TouchEvent (cursorPosition=83): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=649.0, y[0]=99.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60446809, downTime=60446768, deviceId=6, source=0x1002, displayId=0 }
1644484758623	PolyGesture	InputEvent	SelectionChanged 78 78

1644484758644	PolyGesture	InputEvent	BeginBatchEdit

1644484758666	PolyGesture	InputEvent	BeginBatchEdit

1644484758874	PolyGesture	InputEvent	BeginBatchEdit

1644484758876	PolyGesture	InputEvent	BeginBatchEdit

1644484758904	PolyGesture	InputEvent	BeginBatchEdit

1644484759290	PolyGesture	InputEvent	BeginBatchEdit

1644484759300	PolyGesture	InputEvent	SelectionChanged 0 0

1644484759304	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1644484759311	PolyGesture	InputEvent	SelectionChanged 82 82
