1647340305115	PolyGesture	ExperimentStarted	Silvia
1647340393249	PolyGesture	InputEvent	SelectionChanged 421 421

1647340393251	PolyGesture	InputEvent	SelectionChanged 434 421

1647340393267	PolyGesture	InputEvent	BeginBatchEdit

1647340393271	PolyGesture	InputEvent	BeginBatchEdit

1647340393272	PolyGesture	InputEvent	BeginBatchEdit

1647340393274	PolyGesture	InputEvent	BeginBatchEdit

1647340393476	PolyGesture	InputEvent	BeginBatchEdit

1647340394102	PolyGesture	InputEvent	BeginBatchEdit

1647340394104	PolyGesture	InputEvent	SelectionChanged 434 434

1647340394112	PolyGesture	InputEvent	SelectionChanged 0 0

1647340394115	PolyGesture	TaskCompleted	Cancella frase in 20"445 seconds (at 422383315, effective time: 13"379)

***************************************


1647340394126	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the  charm of the little village where he had been so often lately was that no one knew who he was.' 0 516 516

1647340394134	PolyGesture	InputEvent	SelectionChanged 421 421

1647340394135	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat.
As he  strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray.
He remembered  how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now.
Half the  charm of the little village where he had been so often lately was that no one knew who he was.' 421 13 0

1647340394141	PolyGesture	InputEvent	SelectionChanged 421 421

1647340394157	PolyGesture	InputEvent	BeginBatchEdit

1647340394204	PolyGesture	InputEvent	BeginBatchEdit

1647340394204	PolyGesture	InputEvent	BeginBatchEdit

1647340394216	PolyGesture	InputEvent	BeginBatchEdit

1647340394224	PolyGesture	InputEvent	BeginBatchEdit

1647340394228	PolyGesture	InputEvent	BeginBatchEdit

1647340394231	PolyGesture	InputEvent	BeginBatchEdit

1647340394432	PolyGesture	InputEvent	BeginBatchEdit

1647340396408	PolyGesture	InputEvent	SelectionChanged 434 434

1647340396425	PolyGesture	InputEvent	BeginBatchEdit

1647340396428	PolyGesture	InputEvent	BeginBatchEdit

1647340396629	PolyGesture	InputEvent	BeginBatchEdit

1647340398061	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=422387255, downTime=422387255, deviceId=-1, source=0x101, displayId=0 }

1647340398064	PolyGesture	InputEvent	BeginBatchEdit

1647340398119	PolyGesture	InputEvent	WindowFocusChanged false

1647340398145	PolyGesture	InputEvent	BeginBatchEdit

1647340398146	PolyGesture	InputEvent	BeginBatchEdit

1647340399343	PolyGesture	InputEvent	SelectionChanged 0 0

1647340399344	PolyGesture	InputEvent	TextChanged '' 0 0 0

1647340399428	PolyGesture	InputEvent	SelectionChanged 0 0

1647340399429	PolyGesture	InputEvent	SelectionChanged 0 0

1647340399429	PolyGesture	TaskStarted	Sposta parola (taglia - incolla)

1647340399430	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1647340399433	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 0 513

1647340399435	PolyGesture	InputEvent	SelectionChanged 513 513

1647340399448	PolyGesture	InputEvent	FocusChanged true 130 null

1647340399472	PolyGesture	InputEvent	WindowFocusChanged true

1647340404539	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=531.0, y[0]=83.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422393731, downTime=422393731, deviceId=6, source=0x1002, displayId=0 }
1647340404557	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=531.0, y[0]=83.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422393758, downTime=422393731, deviceId=6, source=0x1002, displayId=0 }
1647340404562	PolyGesture	InputEvent	SelectionChanged 87 87

1647340404590	PolyGesture	InputEvent	BeginBatchEdit

1647340404591	PolyGesture	InputEvent	BeginBatchEdit

1647340404603	PolyGesture	InputEvent	BeginBatchEdit

1647340404616	PolyGesture	InputEvent	BeginBatchEdit

1647340404818	PolyGesture	InputEvent	BeginBatchEdit

1647340405962	PolyGesture	InputEvent	TouchEvent (cursorPosition=87): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=466.0, y[0]=68.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422395153, downTime=422395153, deviceId=6, source=0x1002, displayId=0 }
1647340406020	PolyGesture	InputEvent	TouchEvent (cursorPosition=87): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=466.0, y[0]=68.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422395221, downTime=422395153, deviceId=6, source=0x1002, displayId=0 }
1647340406038	PolyGesture	InputEvent	SelectionChanged 83 83

1647340406040	PolyGesture	InputEvent	SelectionChanged 87 83

1647340406053	PolyGesture	InputEvent	BeginBatchEdit

1647340406058	PolyGesture	InputEvent	BeginBatchEdit

1647340406058	PolyGesture	InputEvent	BeginBatchEdit

1647340406061	PolyGesture	InputEvent	BeginBatchEdit

1647340406264	PolyGesture	InputEvent	BeginBatchEdit

1647340407037	PolyGesture	InputEvent	BeginBatchEdit

1647340407041	PolyGesture	InputEvent	SelectionChanged 0 0

1647340407045	PolyGesture	InputEvent	BeginBatchEdit

1647340407047	PolyGesture	InputEvent	SelectionChanged 0 0

1647340407050	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 509 509

1647340407058	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 509

1647340407062	PolyGesture	InputEvent	SelectionChanged 83 83

1647340407091	PolyGesture	InputEvent	BeginBatchEdit

1647340407094	PolyGesture	InputEvent	BeginBatchEdit

1647340407096	PolyGesture	InputEvent	BeginBatchEdit

1647340407097	PolyGesture	InputEvent	BeginBatchEdit

1647340407104	PolyGesture	InputEvent	BeginBatchEdit

1647340407109	PolyGesture	InputEvent	BeginBatchEdit

1647340407310	PolyGesture	InputEvent	BeginBatchEdit

1647340407811	PolyGesture	InputEvent	TouchEvent (cursorPosition=83): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=373.0, y[0]=61.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422397001, downTime=422397001, deviceId=6, source=0x1002, displayId=0 }
1647340407883	PolyGesture	InputEvent	TouchEvent (cursorPosition=83): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=373.0, y[0]=61.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422397083, downTime=422397001, deviceId=6, source=0x1002, displayId=0 }
1647340407890	PolyGesture	InputEvent	SelectionChanged 78 78

1647340407917	PolyGesture	InputEvent	BeginBatchEdit

1647340407946	PolyGesture	InputEvent	BeginBatchEdit

1647340408146	PolyGesture	InputEvent	BeginBatchEdit

1647340409716	PolyGesture	InputEvent	BeginBatchEdit

1647340409730	PolyGesture	InputEvent	SelectionChanged 0 0

1647340409733	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did notlittle even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 515 515

1647340409740	PolyGesture	InputEvent	SelectionChanged 84 84

1647340409741	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did notlittle even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 78 0 6

1647340409746	PolyGesture	InputEvent	SelectionChanged 84 84

1647340409763	PolyGesture	InputEvent	BeginBatchEdit

1647340409766	PolyGesture	InputEvent	BeginBatchEdit

1647340409769	PolyGesture	InputEvent	BeginBatchEdit

1647340409769	PolyGesture	InputEvent	BeginBatchEdit

1647340409776	PolyGesture	InputEvent	BeginBatchEdit

1647340409779	PolyGesture	InputEvent	BeginBatchEdit

1647340409779	PolyGesture	InputEvent	BeginBatchEdit

1647340409781	PolyGesture	InputEvent	BeginBatchEdit

1647340409983	PolyGesture	InputEvent	BeginBatchEdit

1647340410569	PolyGesture	InputEvent	TouchEvent (cursorPosition=84): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=377.0, y[0]=53.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422399761, downTime=422399761, deviceId=6, source=0x1002, displayId=0 }
1647340410657	PolyGesture	InputEvent	TouchEvent (cursorPosition=84): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=377.0, y[0]=53.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422399857, downTime=422399761, deviceId=6, source=0x1002, displayId=0 }
1647340410665	PolyGesture	InputEvent	SelectionChanged 78 78

1647340410688	PolyGesture	InputEvent	BeginBatchEdit

1647340410717	PolyGesture	InputEvent	BeginBatchEdit

1647340410919	PolyGesture	InputEvent	BeginBatchEdit

1647340411574	PolyGesture	InputEvent	BeginBatchEdit

1647340411597	PolyGesture	InputEvent	SelectionChanged 0 0

1647340411600	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not little even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 516 516

1647340411605	PolyGesture	InputEvent	SelectionChanged 79 79

1647340411606	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not little even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 78 0 1

1647340411610	PolyGesture	InputEvent	SelectionChanged 79 79

1647340411620	PolyGesture	InputEvent	BeginBatchEdit

1647340411631	PolyGesture	InputEvent	BeginBatchEdit

1647340411633	PolyGesture	InputEvent	BeginBatchEdit

1647340411645	PolyGesture	InputEvent	BeginBatchEdit

1647340411648	PolyGesture	InputEvent	BeginBatchEdit

1647340411649	PolyGesture	InputEvent	BeginBatchEdit

1647340411652	PolyGesture	InputEvent	BeginBatchEdit

1647340411854	PolyGesture	InputEvent	BeginBatchEdit

1647340419355	PolyGesture	InputEvent	TouchEvent (cursorPosition=79): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=533.0, y[0]=207.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422408546, downTime=422408546, deviceId=6, source=0x1002, displayId=0 }
1647340419391	PolyGesture	InputEvent	TouchEvent (cursorPosition=79): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=533.0, y[0]=207.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422408591, downTime=422408546, deviceId=6, source=0x1002, displayId=0 }
1647340419399	PolyGesture	InputEvent	SelectionChanged 253 253

1647340419424	PolyGesture	InputEvent	BeginBatchEdit

1647340419458	PolyGesture	InputEvent	BeginBatchEdit

1647340419670	PolyGesture	InputEvent	BeginBatchEdit

1647340420352	PolyGesture	InputEvent	TouchEvent (cursorPosition=253): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=45.0, y[0]=594.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422409550, downTime=422409550, deviceId=6, source=0x1002, displayId=0 }
1647340420358	PolyGesture	InputEvent	TouchEvent (cursorPosition=253): MotionEvent { action=ACTION_POINTER_DOWN(1), actionButton=0, id[0]=0, x[0]=45.0, y[0]=594.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=871.0, y[1]=656.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=422409556, downTime=422409550, deviceId=6, source=0x1002, displayId=0 }
1647340420382	PolyGesture	InputEvent	TouchEvent (cursorPosition=253): MotionEvent { action=ACTION_POINTER_UP(1), actionButton=0, id[0]=0, x[0]=45.0, y[0]=594.0, toolType[0]=TOOL_TYPE_FINGER, id[1]=1, x[1]=871.0, y[1]=656.0, toolType[1]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=2, historySize=0, eventTime=422409583, downTime=422409550, deviceId=6, source=0x1002, displayId=0 }
1647340420460	PolyGesture	InputEvent	TouchEvent (cursorPosition=253): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=49.0, y[0]=594.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422409660, downTime=422409550, deviceId=6, source=0x1002, displayId=0 }
1647340420472	PolyGesture	InputEvent	TouchEvent (cursorPosition=253): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=55.55065, y[0]=596.18353, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=422409667, downTime=422409550, deviceId=6, source=0x1002, displayId=0 }
1647340420483	PolyGesture	InputEvent	TouchEvent (cursorPosition=253): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=65.35337, y[0]=597.7256, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=422409679, downTime=422409550, deviceId=6, source=0x1002, displayId=0 }
1647340420494	PolyGesture	InputEvent	TouchEvent (cursorPosition=253): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=78.88051, y[0]=599.32007, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=422409690, downTime=422409550, deviceId=6, source=0x1002, displayId=0 }
1647340420500	PolyGesture	InputEvent	SelectionChanged 501 501

1647340420576	PolyGesture	InputEvent	BeginBatchEdit

1647340420577	PolyGesture	InputEvent	TouchEvent (cursorPosition=501): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=228.67519, y[0]=612.5103, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=11, eventTime=422409768, downTime=422409550, deviceId=6, source=0x1002, displayId=0 }
1647340420581	PolyGesture	InputEvent	SelectionChanged 508 508

1647340420635	PolyGesture	InputEvent	TouchEvent (cursorPosition=508): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=322.0, y[0]=614.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=5, eventTime=422409805, downTime=422409550, deviceId=6, source=0x1002, displayId=0 }
1647340420637	PolyGesture	InputEvent	SelectionChanged 513 513

1647340420639	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=322.0, y[0]=614.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422409827, downTime=422409550, deviceId=6, source=0x1002, displayId=0 }
1647340420652	PolyGesture	InputEvent	BeginBatchEdit

1647340420653	PolyGesture	InputEvent	BeginBatchEdit

1647340420655	PolyGesture	InputEvent	BeginBatchEdit

1647340420857	PolyGesture	InputEvent	BeginBatchEdit

1647340421145	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=22.0, y[0]=614.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422410343, downTime=422410343, deviceId=6, source=0x1002, displayId=0 }
1647340421152	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=33.742256, y[0]=614.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=422410352, downTime=422410343, deviceId=6, source=0x1002, displayId=0 }
1647340421164	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=51.546425, y[0]=616.2689, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=422410358, downTime=422410343, deviceId=6, source=0x1002, displayId=0 }
1647340421166	PolyGesture	InputEvent	SelectionChanged 500 500

1647340421190	PolyGesture	InputEvent	BeginBatchEdit

1647340421192	PolyGesture	InputEvent	TouchEvent (cursorPosition=500): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=101.803955, y[0]=624.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=3, eventTime=422410380, downTime=422410343, deviceId=6, source=0x1002, displayId=0 }
1647340421195	PolyGesture	InputEvent	SelectionChanged 502 502

1647340421238	PolyGesture	InputEvent	TouchEvent (cursorPosition=502): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=160.23889, y[0]=631.7107, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=6, eventTime=422410425, downTime=422410343, deviceId=6, source=0x1002, displayId=0 }
1647340421242	PolyGesture	InputEvent	SelectionChanged 505 505

1647340421263	PolyGesture	InputEvent	TouchEvent (cursorPosition=505): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=213.2955, y[0]=633.5369, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=5, eventTime=422410458, downTime=422410343, deviceId=6, source=0x1002, displayId=0 }
1647340421267	PolyGesture	InputEvent	SelectionChanged 507 507

1647340421282	PolyGesture	InputEvent	BeginBatchEdit

1647340421285	PolyGesture	InputEvent	TouchEvent (cursorPosition=507): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=244.1564, y[0]=635.71564, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=3, eventTime=422410480, downTime=422410343, deviceId=6, source=0x1002, displayId=0 }
1647340421291	PolyGesture	InputEvent	SelectionChanged 509 509

1647340421313	PolyGesture	InputEvent	BeginBatchEdit

1647340421316	PolyGesture	InputEvent	TouchEvent (cursorPosition=509): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=272.213, y[0]=640.8033, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=3, eventTime=422410503, downTime=422410343, deviceId=6, source=0x1002, displayId=0 }
1647340421321	PolyGesture	InputEvent	SelectionChanged 511 511

1647340421362	PolyGesture	InputEvent	TouchEvent (cursorPosition=511): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=341.3767, y[0]=649.05023, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=7, eventTime=422410547, downTime=422410343, deviceId=6, source=0x1002, displayId=0 }
1647340421368	PolyGesture	InputEvent	SelectionChanged 514 514

1647340421390	PolyGesture	InputEvent	TouchEvent (cursorPosition=514): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=409.55692, y[0]=658.6908, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=4, eventTime=422410581, downTime=422410343, deviceId=6, source=0x1002, displayId=0 }
1647340421396	PolyGesture	InputEvent	SelectionChanged 516 516

1647340421417	PolyGesture	InputEvent	BeginBatchEdit

1647340421418	PolyGesture	InputEvent	BeginBatchEdit

1647340421418	PolyGesture	InputEvent	TouchEvent (cursorPosition=516): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=456.43106, y[0]=664.2683, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=4, eventTime=422410603, downTime=422410343, deviceId=6, source=0x1002, displayId=0 }
1647340421440	PolyGesture	InputEvent	TouchEvent (cursorPosition=516): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=509.76593, y[0]=672.63544, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=3, eventTime=422410625, downTime=422410343, deviceId=6, source=0x1002, displayId=0 }
1647340421446	PolyGesture	InputEvent	BeginBatchEdit

1647340421447	PolyGesture	InputEvent	BeginBatchEdit

1647340421448	PolyGesture	InputEvent	BeginBatchEdit

1647340421452	PolyGesture	InputEvent	TouchEvent (cursorPosition=516): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=561.1711, y[0]=676.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=3, eventTime=422410648, downTime=422410343, deviceId=6, source=0x1002, displayId=0 }
1647340421464	PolyGesture	InputEvent	TouchEvent (cursorPosition=516): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=588.6729, y[0]=677.09296, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=422410659, downTime=422410343, deviceId=6, source=0x1002, displayId=0 }
1647340421474	PolyGesture	InputEvent	TouchEvent (cursorPosition=516): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=618.91156, y[0]=677.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=422410670, downTime=422410343, deviceId=6, source=0x1002, displayId=0 }
1647340421486	PolyGesture	InputEvent	TouchEvent (cursorPosition=516): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=647.61383, y[0]=675.3386, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=422410681, downTime=422410343, deviceId=6, source=0x1002, displayId=0 }
1647340421497	PolyGesture	InputEvent	TouchEvent (cursorPosition=516): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=676.5429, y[0]=673.0857, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=422410692, downTime=422410343, deviceId=6, source=0x1002, displayId=0 }
1647340421508	PolyGesture	InputEvent	TouchEvent (cursorPosition=516): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=686.5, y[0]=672.5, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=422410697, downTime=422410343, deviceId=6, source=0x1002, displayId=0 }
1647340421520	PolyGesture	InputEvent	TouchEvent (cursorPosition=516): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=678.0, y[0]=673.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422410720, downTime=422410343, deviceId=6, source=0x1002, displayId=0 }
1647340421649	PolyGesture	InputEvent	BeginBatchEdit

